HouseDescription,Address,Cost
"
                                                Subdivision House and Lot in Puerto Princesa City Palawan
                    ","
                                
                                                                    Puerto Princesa
                                                            ","
                                        ₱ 4,165,819 
                                    "
"
                                                Brand New & Highly Furbished Modern House and Lot in BF Homes
                    ","
                                
                                                                    Parañaque
                                                            ","
                                        ₱ 17,500,000 
                                    "
"
                                                Hotel for Sale in  Puerto Princesa City
                    ","
                                
                                                                    Puerto Princesa
                                                            ","
                                        ₱ 70,000,000 
                                    "
"
                                                Re opened unit Townhouse For Sale at Casa Amaya along Hway in Tanza
                    ","
                                
                                                                    Tanza
                                                            ","
                                        ₱ 1,184,500 
                                    "
"
                                                7Br LA: 353sqm FA: 995sqm House and Lot. Brgy. Addition Hills, San Juan City
                    ","
                                
                                                                    San Juan
                                                            ","
                                        ₱ 57,750,000 
                                    "
"
                                                4br Harvard Homes Executive Village Quezon City
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 6,950,000 
                                    "
"
                                                6Br LA: 480sqm FA: 550sqm House and Lot. Betterliving, Paranaque City
                    ","
                                
                                                                    Parañaque
                                                            ","
                                        ₱ 13,900,000 
                                    "
"
                                                House & Lot near Metro Manila
                    ","
                                
                                                                    Imus
                                                            ","
                                        ₱ 1,600,000 
                                    "
"
                                                Semi fully furnished Anica Townhouse 11k monthly Rush for Sale
                    ","
                                
                                                                    Imus
                                                            ","
                                        ₱ 1,465,661 
                                    "
"
                                                6 BR, 4 T/B, 3 Car Garage
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 13,000,000 
                                    "
"
                                                6 BR, 6 T/B, 3 Car Garage in Quezon City
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 9,000,000 
                                    "
"
                                                3-Bedroom, 2-storey House & Lot, La Mirande Trails,Gran Europa, Cagayan de Oro
                    ","
                                
                                                                    Cagayan de Oro
                                                            ","
                                        ₱ 2,604,000 
                                    "
"
                                                5.5 DP Promo, 3 Bedroom House and Lot with Balcony in Imus Cavite 13k Monthly
                    ","
                                
                                                                    Imus
                                                            ","
                                        ₱ 1,728,000 
                                    "
"
                                                Kapitolyo Property For Sale
                    ","
                                
                                                                    Pasig
                                                            ","
                                        ₱ 31,500,000 
                                    "
"
                                                Brandnew 3Storey Townhouse near Ali Mall,Cubao
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 5,470,000 
                                    "
"
                                                House And Lot For Sale In San Juan City
                    ","
                                
                                                                    San Juan
                                                            ","
                                        ₱ 14,000,000 
                                    "
"
                                                Townhouse in Quezon City
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 5,900,000 
                                    "
"
                                                Lot For Sale in Timberland San Mateo by Filinvest
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 3,266,200 
                                    "
"
                                                Single Detached House and Lot
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 6,500,000 
                                    "
"
                                                Brand new RFO House and Lot for Sale in Antipolo City
                    ","
                                
                                                                    Antipolo
                                                            ","
                                        ₱ 5,800,000 
                                    "
"
                                                Modern Townhouse in Quezon City
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 4,790,000 
                                    "
"
                                                Brand new House and Lot for Sale in Antipolo City
                    ","
                                
                                                                    Antipolo
                                                            ","
                                        ₱ 4,800,000 
                                    "
"
                                                REAdy for Occupancy Brand new House and Lot for Sale in Antipolo City
                    ","
                                
                                                                    Antipolo
                                                            ","
                                        ₱ 18,500,000 
                                    "
"
                                                Brand new with Furnitures House and Lot for sale in Taytay Rizal
                    ","
                                
                                                                    Taytay
                                                            ","
                                        ₱ 13,624,000 
                                    "
"
                                                Affordable House and Lot for Sale in Antipolo City
                    ","
                                
                                                                    Antipolo
                                                            ","
                                        ₱ 2,778,000 
                                    "
"
                                                3 bedroom house and lot in mayamot antipolo city
                    ","
                                
                                                                    Antipolo
                                                            ","
                                        ₱ 5,600,000 
                                    "
"
                                                Elegant House and Lot in Filinvest Taytay Rizal
                    ","
                                
                                                                    Taytay
                                                            ","
                                        ₱ 6,941,300 
                                    "
"
                                                Brand new House And Lot for Sale in Antipolo City
                    ","
                                
                                                                    Antipolo
                                                            ","
                                        ₱ 8,627,000 
                                    "
"
                                                2 bedroom ready for occupancy in antipolo city
                    ","
                                
                                                                    Antipolo
                                                            ","
                                        ₱ 2,340,000 
                                    "
"
                                                Ready for Occupany House and Lot
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 6,500,000 
                                    "
"
                                                Ready For Occupancy House and Lot
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 6,500,000 
                                    "
"
                                                RFO House and Lot
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 6,500,000 
                                    "
"
                                                3 Bedroom Townhouse
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 5,900,000 
                                    "
"
                                                3bedrooms 3 toilets 1 carspace
                    ","
                                
                                                                    Marikina
                                                            ","
                                        ₱ 3,900,000 
                                    "
"
                                                TownHouse for Sale in Marikina City
                    ","
                                
                                                                    Marikina
                                                            ","
                                        ₱ 6,200,000 
                                    "
"
                                                House and Lot for Sale in Sunnyside Heights Batasan Hills Quezon City
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 6,500,000 
                                    "
"
                                                10 percent dp only ELegant Townhouse for Sale in Rancho Marikina
                    ","
                                
                                                                    Marikina
                                                            ","
                                        ₱ 4,998,000 
                                    "
"
                                                3 Storey Townhouse for Sale in Marikina Heights, Marikina City
                    ","
                                
                                                                    Marikina
                                                            ","
                                        ₱ 3,900,000 
                                    "
"
                                                Ready For Occupancy House and lot for Sale in Marikina near OLOPS and Meralco
                    ","
                                
                                                                    Marikina
                                                            ","
                                        ₱ 3,800,000 
                                    "
"
                                                House and Lot for sale in Marikina City
                    ","
                                
                                                                    Marikina
                                                            ","
                                        ₱ 4,700,000 
                                    "
"
                                                House and lot for Sale in Batasan QC Near the HWay
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 5,110,000 
                                    "
"
                                                3bedrooms 2 toilets 1 car pace
                    ","
                                
                                                                    San Mateo
                                                            ","
                                        ₱ 2,300,000 
                                    "
"
                                                House and lot for Sale in Sto Nino Marikina
                    ","
                                
                                                                    Marikina
                                                            ","
                                        ₱ 3,500,000 
                                    "
"
                                                RFO House and Lot in Marikina City
                    ","
                                
                                                                    Marikina
                                                            ","
                                        ₱ 6,800,000 
                                    "
"
                                                BrandNew House in Lot for Sale in Marikina
                    ","
                                
                                                                    Marikina
                                                            ","
                                        ₱ 4,700,000 
                                    "
"
                                                3 bedrooms 2 toilets 1 car space
                    ","
                                
                                                                    Marikina
                                                            ","
                                        ₱ 3,600,000 
                                    "
"
                                                2 bedrooms 1 toilet
                    ","
                                
                                                                    San Mateo
                                                            ","
                                        ₱ 2,100,000 
                                    "
"
                                                Ready for Occupancy House and Lot
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 6,500,000 
                                    "
"
                                                House and Lot with Golf Course View
                    ","
                                
                                                                    Antipolo
                                                            ","
                                        ₱ 10,000,000 
                                    "
"
                                                Elegant Townhouse for Sale in Rancho Marikina Flood free
                    ","
                                
                                                                    Marikina
                                                            ","
                                        ₱ 4,998,000 
                                    "
"
                                                Brand New For Sale Marikina Heights walkng distance to CB MALL
                    ","
                                
                                                                    Marikina
                                                            ","
                                        ₱ 6,300,000 
                                    "
"
                                                Resale - 2BR Townhouse for Sale in Fortune Marikina
                    ","
                                
                                                                    Marikina
                                                            ","
                                        ₱ 2,900,000 
                                    "
"
                                                House and Lot sale in Marikina City
                    ","
                                
                                                                    Marikina
                                                            ","
                                        ₱ 4,200,000 
                                    "
"
                                                Ready for Occupancy Townhouse in Dulong Bayan San Mateo.
                    ","
                                
                                                                    San Mateo
                                                            ","
                                        ₱ 1,496,395 
                                    "
"
                                                Quezon City 19Units 3Storey Townhouse for Sale
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 6,800,000 
                                    "
"
                                                House and Lot in Pampanga! 20K RF ONLY w/ Free Carport
                    ","
                                
                                                                    Porac
                                                            ","
                                        ₱ 2,951,400 
                                    "
"
                                                4 bedroom house and lot for sale in Bacolod in Camella
                    ","
                                
                                                                    Bacolod
                                                            ","
                                        ₱ 3,448,300 
                                    "
"
                                                Quezon City Elegant Townhouse for Sale with Attic
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 16,500,000 
                                    "
"
                                                2 bedroom house and lot for sale in Bacolod by Camella
                    ","
                                
                                                                    Bacolod
                                                            ","
                                        ₱ 2,991,600 
                                    "
"
                                                Brandnew Cubao Ready For Occupancy Townhouse for Sale near Anonas
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 6,360,000 
                                    "
"
                                                Quezon City 5Bedroom Townhouse for Sale
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 21,000,000 
                                    "
"
                                                2 bedroom house and lot for sale in Bacolod
                    ","
                                
                                                                    Bacolod
                                                            ","
                                        ₱ 4,376,433 
                                    "
"
                                                4 bedroom house and lot for sale in Bacolod by Camella
                    ","
                                
                                                                    Bacolod
                                                            ","
                                        ₱ 4,376,433 
                                    "
"
                                                House and lot for sale in Camella Bacolod
                    ","
                                
                                                                    Bacolod
                                                            ","
                                        ₱ 1,554,500 
                                    "
"
                                                House and Lot Tierra  Pura
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 25,000,000 
                                    "
"
                                                House and Lot for Sale in Filinvest II, Quezon City
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 15,000,000 
                                    "
"
                                                House and Lot at Landheights for sale
                    ","
                                
                                                                    Iloilo
                                                            ","
                                        ₱ 2,438,360 
                                    "
"
                                                For Sale: 6M 4 Bedroom House and Lot in BF Resort Village, Las Pinas City
                    ","
                                
                                                                    Las Piñas
                                                            ","
                                        ₱ 6,000,000 
                                    "
"
                                                2bedroom townhouse in Cavite
                    ","
                                
                                                                    Bacoor
                                                            ","
                                        ₱ 1,700,000 
                                    "
"
                                                house and lot at Landheights
                    ","
                                
                                                                    Iloilo
                                                            ","
                                        ₱ 2,394,080 
                                    "
"
                                                Janeville Townhouse
                    ","
                                
                                                                    Las Piñas
                                                            ","
                                        ₱ 4,400,000 
                                    "
"
                                                Beautiful Beachfront Property
                    ","
                                
                                                                    Bobon
                                                            ","
                                        ₱ 1,600,000 
                                    "
"
                                                Elegant Spacious and Affordable House and Lot For Sale Antipolo City
                    ","
                                
                                                                    Antipolo
                                                            ","
                                        ₱ 3,444,000 
                                    "
"
                                                Briana - Affordable 4 Bedroom Single-Attached House
                    ","
                                
                                                                    Imus
                                                            ","
                                        ₱ 3,460,800 
                                    "
"
                                                House For Sale At Mabiga, Mabalacat, Pampanga
                    ","
                                
                                                                    Mabalacat
                                                            ","
                                        ₱ 1,348,000 
                                    "
"
                                                Zentype House and Lot in Antipolo City
                    ","
                                
                                                                    Antipolo
                                                            ","
                                        ₱ 2,730,000 
                                    "
"
                                                Candice - Affordable 4 Bedroom Single Attached House
                    ","
                                
                                                                    Imus
                                                            ","
                                        ₱ 2,587,200 
                                    "
"
                                                Beachfront Native Cottage
                    ","
                                
                                                                    Bobon
                                                            ","
                                        ₱ 6,200,000 
                                    "
"
                                                Price Reduced! Luxury Residential Villa on Boracay
                    ","
                                
                                                                    Malay
                                                            ","
                                        ₱ 18,000,000 
                                    "
"
                                                House and lot for Sale Tanza Cavite near Mall of Asia
                    ","
                                
                                                                    Tanza
                                                            ","
                                        ₱ 2,349,100 
                                    "
"
                                                Brandnew 3 Storey Townhouse in Zobel Roxas
                    ","
                                
                                                                    Manila
                                                            ","
                                        ₱ 6,700,000 
                                    "
"
                                                Ready for Occupancy house and lot near SM San Mateo and Quezon City
                    ","
                                
                                                                    San Mateo
                                                            ","
                                        ₱ 11,827,900 
                                    "
"
                                                Two-storey House and Lot Narra Park Residences
                    ","
                                
                                                                    Davao
                                                            ","
                                        ₱ 3,013,920 
                                    "
"
                                                5% Down House and Lot Lancaster Cavite. LIPAT AGAD!
                    ","
                                
                                                                    Imus
                                                            ","
                                        ₱ 2,985,920 
                                    "
"
                                                house for sale in mabiga mabalacat pampanga
                    ","
                                
                                                                    Mabalacat
                                                            ","
                                        ₱ 2,729,000 
                                    "
"
                                                BRAND NEW TRIPLEX HOUSE AND LOT NEAR BF RESORT LAS PINAS
                    ","
                                
                                                                    Las Piñas
                                                            ","
                                        ₱ 5,000,000 
                                    "
"
                                                Newly Single Attached In Las Pinas
                    ","
                                
                                                                    Las Piñas
                                                            ","
                                        ₱ 4,550,000 
                                    "
"
                                                2 Storey House and Lot for sale in Tandang Sora Quezon City 9.9M
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 9,900,000 
                                    "
"
                                                Brand new Zen type House and lot for sale in Better living Paranaque
                    ","
                                
                                                                    Parañaque
                                                            ","
                                        ₱ 4,800,000 
                                    "
"
                                                BrandNew Townhouse In Gatchalian Las Pinas
                    ","
                                
                                                                    Las Piñas
                                                            ","
                                        ₱ 3,615,084 
                                    "
"
                                                3 Storey House & Lot - Income Generating
                    ","
                                
                                                                    Baguio
                                                            ","
                                        ₱ 10,500,000 
                                    "
"
                                                For sale Elegant Townhouse in Visayas Ave Quezon City 5.950M
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 5,950,000 
                                    "
"
                                                Townhouse in Marcos Alvares
                    ","
                                
                                                                    Las Piñas
                                                            ","
                                        ₱ 2,200,000 
                                    "
"
                                                Easy to own Ready for Occupancy Townhouse
                    ","
                                
                                                                    Naga
                                                            ","
                                        ₱ 1,281,280 
                                    "
"
                                                Brand New Townhouse in Zapote Las Pinas
                    ","
                                
                                                                    Las Piñas
                                                            ","
                                        ₱ 2,300,000 
                                    "
"
                                                3 Bedroom, RFO  Townhouse For Sale in KINGSPOINT QC
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 4,800,000 
                                    "
"
                                                RENT TO OWN LILIES VILLETownhouse Unit FOR SALE in Caloocan City
                    ","
                                
                                                                    Caloocan
                                                            ","
                                        ₱ 3,550,000 
                                    "
"
                                                East Fairview House and Lot For Sale- DUNHILL RESIDENCES
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 4,400,000 
                                    "
"
                                                FIONA Model PRIVADA HOMES 3BR Townhouse Unit For Sale Quezon City
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 3,300,000 
                                    "
"
                                                2 Bedroom Bungalow For Sale In Barangay XII, Victorias City
                    ","
                                
                                                                    Victorias
                                                            ","
                                        ₱ 1,310,000 
                                    "
"
                                                3-Bedroom House&Lot In Calumangan, Bago City, Neg. Occ.
                    ","
                                
                                                                    Bago
                                                            ","
                                        ₱ 2,880,000 
                                    "
"
                                                AVAIL 10% DP ELEGANT TOWNHOUSE IN VISAYAS AVENUE QUEZON CITY
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 5,950,000 
                                    "
"
                                                RFO 3BR Townhouse at RIYAL VILLAS North Fairview For P2.7M
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 2,700,000 
                                    "
"
                                                3BR DUPLEX Customized Unit For Sale North Olympus Quezon City
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 2,600,000 
                                    "
"
                                                Pre-selling Townhouse Unit Montville Place FOR SALE for P8.4M Only
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 8,405,000 
                                    "
"
                                                MANILA PHILIPPINES TOWNHOUSE - PRINCESS HOMES, QUEZON CITY
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 2,575,000 
                                    "
"
                                                RENT TO OWN 3 Bedroom  Townhouse For Sale LILIES VILLE
                    ","
                                
                                                                    Caloocan
                                                            ","
                                        ₱ 3,550,000 
                                    "
"
                                                Unit J 4 Bedroom Townhouse For Sale at CARNATION ROYALE West Fairview
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 4,188,000 
                                    "
"
                                                3 Bedroom, Townhouse For Sale in North Fairview, QC -Butler TH
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 3,980,000 
                                    "
"
                                                P3.3M Model- Nathan Townhouse For Sale in Sauyo QC
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 3,375,000 
                                    "
"
                                                House and Lot For Sale, East Fairview Quezon City, PALLMALL VILLAS
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 3,700,000 
                                    "
"
                                                3 Bedroom P4.15M House and Lot For Sale at Dunhill, East Fairview
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 4,150,000 
                                    "
"
                                                3-Bedroom Townhouse in Tanauan Batangas
                    ","
                                
                                                                    Tanauan
                                                            ","
                                        ₱ 2,390,000 
                                    "
"
                                                Ready for occupancy in Brittany Portofino
                    ","
                                
                                                                    Muntinlupa
                                                            ","
                                        ₱ 31,807,000 
                                    "
"
                                                CHESTNUT RESIDENCES 2 House & Lot For Sale West Fairview
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 3,950,000 
                                    "
"
                                                P4.7M+ Customized Design House for sale in Sunnyside Heights Subdivision
                    ","
                                
                                                                    Quezon City
                                                            ","
                                        ₱ 4,780,000 
                                    "
