HouseDescription,Address,Cost
For Sale Residential 112 sqm. ,"Guiguinto, Bulacan",₱ 1.68 million
For Sale Residential 180 sqm. ,"Plaridel, Bulacan",₱ 1.80 million
For Sale Residential 329 sqm. ,"San Pablo, Laguna",₱ 2.82 million
For Sale Commercial 785 sqm. ,"Lubao, Pampanga",₱ 15.0 million
For Sale Raw Land 173 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 1.94 million
For Sale Residential 100 sqm. ,"Baclayon, Bohol","₱ 545,000"
For Sale Residential 160 sqm. ,"La Trinidad, Benguet",₱ 2.40 million
For Sale Residential Farm 529 sqm. ,"Goa, Camarines Sur",₱ 4.00 million
For Sale Residential 50 sqm. ,"Santa Maria, Bulacan","₱ 500,000"
For Sale Residential 50 sqm. ,"Pililla, Rizal","₱ 275,000"
"For Sale Agricultural Farm 10,000 sqm. ","Magallanes, Cavite",₱ 22.0 million
For Sale Residential 125 sqm. ,"Silang, Cavite",₱ 1.88 million
For Sale Residential 85 sqm. ,"Trece Martires, Cavite","₱ 350,000"
"For Sale Agricultural Farm 10,000 sqm. ","Lian, Batangas",₱ 5.00 million
For Sale Residential 942 sqm. ,"Santa Ignacia, Tarlac","₱ 565,200"
For Sale Residential 120 sqm. ,"Dasmariñas, Cavite","₱ 960,000"
For Sale Residential 408 sqm. ,"Tagaytay, Cavite",₱ 25.7 million
"For Sale Raw Land 8,638 sqm. ","Manaoag, Pangasinan",₱ 104 million
"For Sale Agricultural Farm 40,000 sqm. ","Koronadal, South Cotabato",₱ 6.00 million
For Sale Residential 125 sqm. ,"Nuvali, Calamba, Laguna",₱ 3.50 million
"For Sale Others 59,606 sqm. ","Impasugong, Bukidnon",₱ 95.0 million
For Sale Agricultural Farm 100 sqm. ,"Norzagaray, Bulacan","₱ 270,000"
For Sale Residential 250 sqm. ,"Silang, Cavite",₱ 1.75 million
For Sale Residential 120 sqm. ,"Loon, Bohol","₱ 840,000"
"For Sale Agricultural Farm 1,000 sqm. ","Claveria, Misamis Oriental",₱ 1.20 million
For Sale Residential 100 sqm. ,"Antipolo, Rizal",₱ 2.15 million
For Sale Residential 252 sqm. ,"Biñan, Laguna",₱ 6.03 million
For Sale Residential Farm 200 sqm. ,"Amadeo, Cavite",₱ 1.00 million
"For Sale Residential Farm 10,200 sqm. ","Rizal, Nueva Ecija",₱ 2.50 million
For Sale Residential 204 sqm. ,"Lipa, Batangas",₱ 2.07 million
"For Sale Residential Farm 2,043 sqm. ","Baybay, Leyte",₱ 10.2 million
For Sale Agricultural Farm 500 sqm. ,"Lian, Batangas",₱ 1.75 million
For Sale Residential 318 sqm. ,"San Juan, Batangas",₱ 9.05 million
"For Sale Agricultural Farm 2,960 sqm. ","Santa Maria, Bulacan",₱ 10.4 million
For Sale Agricultural Farm 500 sqm. ,"Tanay, Rizal",₱ 2.48 million
For Sale Residential 130 sqm. ,"Silang, Cavite",₱ 1.11 million
"For Sale Others 274,237 sqm. ","Calbayog, Samar",₱ 82.0 million
For Sale Residential 80 sqm. ,"General Trias, Cavite",₱ 1.37 million
For Sale Residential 120 sqm. ,"Pililla, Rizal",₱ 1.02 million
"For Sale Residential Farm 1,000 sqm. ","Badian, Cebu",₱ 1.40 million
For Sale Residential 290 sqm. ,"Santa Rosa, Laguna",₱ 8.93 million
For Sale Residential Farm 194 sqm. ,"San Mateo, Rizal",₱ 4.27 million
For Sale Residential 150 sqm. ,"Baras, Rizal",₱ 1.34 million
For Sale Memorial Lot 2 sqm. ,"Antipolo, Rizal","₱ 90,000"
For Sale Residential 100 sqm. ,"San Francisco, Cebu","₱ 500,000"
"For Sale Residential Farm 100,000 sqm. ","Tanay, Rizal",₱ 14.5 million
"For Sale Residential Farm 13,390 sqm. ","San Jose del Monte, Bulacan",₱ 46.9 million
For Sale Residential 129 sqm. ,"Calamba, Laguna",₱ 1.20 million
"For Sale Raw Land 50,000 sqm. ","Talakag, Bukidnon",₱ 3.50 million
For Sale Residential 292 sqm. ,"Mandaue, Cebu",₱ 5.40 million
For Sale Residential 503 sqm. ,"Balamban, Cebu",₱ 6.80 million
For Sale Residential 214 sqm. ,"Compostela, Cebu",₱ 2.74 million
For Sale Residential 240 sqm. ,"Silang, Cavite",₱ 6.90 million
"For Sale Agricultural Farm 47,317 sqm. ","Rosales, Pangasinan",₱ 95.0 million
For Sale Residential 150 sqm. ,"Compostela, Cebu",₱ 1.58 million
For Sale Residential 120 sqm. ,"Sibonga, Cebu","₱ 540,000"
For Sale Agricultural Farm 453 sqm. ,"Trece Martires, Cavite",₱ 2.04 million
"For Sale Agricultural Farm 100,000 sqm. ","Santa Cruz, Zambales",₱ 10.5 million
"For Sale Agricultural Farm 39,000 sqm. ","General Trias, Cavite",₱ 78.0 million
For Sale Residential 50 sqm. ,"San Fernando, Cebu","₱ 244,400"
For Sale Residential 264 sqm. ,"Batangas City, Batangas",₱ 13.1 million
For Sale Residential 267 sqm. ,"Tagaytay, Cavite",₱ 5.34 million
"For Sale Agricultural Farm 2,030 sqm. ","Pilar, Surigao del Norte",₱ 6.09 million
"For Sale Residential Farm 50,000 sqm. ","Lipa, Batangas",₱ 200 million
"For Sale Residential Farm 6,000 sqm. ","Indang, Cavite",₱ 7.80 million
"For Sale Residential Farm 3,316 sqm. ","Silang, Cavite",₱ 7.30 million
For Sale Residential 280 sqm. ,"Trece Martires, Cavite",₱ 12.5 million
For Sale Residential 300 sqm. ,"Cavinti, Laguna",₱ 4.80 million
"For Sale Agro-Industrial Farm 64,244 sqm. ","San Rafael, Bulacan",₱ 290 million
For Sale Raw Land 40 sqm. ,"Cebu City, Cebu","₱ 320,000"
"For Sale Residential Farm 330,472 sqm. ","Mexico, Pampanga",₱ 330 million
For Sale Memorial Lot 2 sqm. ,"Amadeo, Cavite","₱ 95,000"
"For Sale Agricultural Farm 4,879 sqm. ","Indang, Cavite",₱ 10.7 million
For Sale Residential 284 sqm. ,"Tagaytay, Cavite",₱ 6.30 million
For Sale Residential 500 sqm. ,"General Trias, Cavite",₱ 1.75 million
For Sale Residential 80 sqm. ,"Balilihan, Bohol","₱ 280,000"
"For Sale Residential Farm 3,500 sqm. ","Carmen, Cebu","₱ 700,000"
"For Sale Residential Farm 1,052 sqm. ","Calamba, Laguna",₱ 8.26 million
For Sale Agricultural Farm 500 sqm. ,"Madridejos, Cebu",₱ 1.85 million
For Sale Residential 180 sqm. ,"Dasmariñas, Cavite",₱ 1.70 million
For Sale Residential 280 sqm. ,"Tanza, Cavite",₱ 13.4 million
"For Sale Agricultural Farm 120,876 sqm. ","Pulilan, Bulacan",₱ 423 million
"For Sale Residential 80,000 sqm. ","Cuyapo, Nueva Ecija",₱ 8.00 million
"For Sale Commercial 36,000 sqm. ","Rosales, Pangasinan",₱ 90.0 million
"For Sale Commercial 5,917 sqm. ","Tanay, Rizal",₱ 35.5 million
For Sale Residential 227 sqm. ,"Tagaytay, Cavite",₱ 2.80 million
For Sale Residential 100 sqm. ,"Cagayan de Oro, Misamis Oriental","₱ 350,000"
For Sale Residential 120 sqm. ,"Sibonga, Cebu","₱ 780,000"
"For Sale Residential Farm 50,000 sqm. ","Balayan, Batangas",₱ 50.0 million
"For Sale Agricultural Farm 2,240 sqm. ","Indang, Cavite",₱ 4.03 million
For Sale Residential Farm 96 sqm. ,"Mexico, Pampanga","₱ 672,000"
"For Sale Agricultural Farm 1,000 sqm. ","Amadeo, Cavite",₱ 7.00 million
"For Sale Residential Farm 330,472 sqm. ","Mexico, Pampanga",₱ 330 million
For Sale Residential 100 sqm. ,"Antipolo, Rizal","₱ 546,000"
"For Sale Commercial 3,563 sqm. ","Binangonan, Rizal",₱ 44.5 million
For Sale Residential Farm 150 sqm. ,"Indang, Cavite","₱ 900,000"
For Sale Residential 150 sqm. ,"Silang, Cavite","₱ 870,000"
"For Sale Residential 1,000 sqm. ","Tagaytay, Cavite",₱ 7.00 million
For Sale Residential 150 sqm. ,"Antipolo, Rizal",₱ 2.00 million
For Sale Residential 150 sqm. ,"San Rafael, Bulacan",₱ 1.51 million
"For Sale Agricultural Farm 10,000 sqm. ","Coron, Palawan","₱ 700,000"
"For Sale Residential 3,500 sqm. ","Compostela, Cebu","₱ 350,000"
For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite",₱ 1.90 million
For Sale Residential 305 sqm. ,"Cainta, Rizal",₱ 6.10 million
"For Sale Residential Farm 14,000 sqm. ","Rosario, Batangas",₱ 25.0 million
For Sale Residential 300 sqm. ,"Lipa, Batangas","₱ 600,000"
For Sale Residential 300 sqm. ,"Lipa, Batangas","₱ 600,000"
For Sale Residential 150 sqm. ,"Guiguinto, Bulacan",₱ 1.95 million
"For Sale Agricultural Farm 57,000 sqm. ","Pili, Camarines Sur",₱ 12.0 million
"For Sale Residential Farm 29,000 sqm. ","Lipa, Batangas",₱ 66.0 million
"For Sale Others 100,000 sqm. ","Umingan, Pangasinan",₱ 6.00 million
"For Sale Agricultural Farm 150,000 sqm. ","Magdalena, Laguna",₱ 105 million
For Sale Residential 200 sqm. ,"Alfonso, Cavite",₱ 1.70 million
"For Sale Agricultural Farm 15,000 sqm. ","Cavinti, Laguna",₱ 9.75 million
For Sale Residential 200 sqm. ,"Jalajala, Rizal","₱ 640,000"
"For Sale Residential Farm 10,239 sqm. ","Dauin, Negros Oriental",₱ 7.17 million
For Sale Residential 125 sqm. ,"Pulilan, Bulacan",₱ 2.30 million
"For Sale Agricultural Farm 65,000 sqm. ","Del Carmen, Surigao del Norte",₱ 90.0 million
For Sale Residential Farm 100 sqm. ,"Bulakan, Bulacan","₱ 320,000"
For Sale Residential 40 sqm. ,"San Jose del Monte, Bulacan","₱ 400,000"
"For Sale Raw Land 14,000 sqm. ","Alfonso, Cavite",₱ 35.0 million
"For Sale Raw Land 1,814 sqm. ","Candelaria, Quezon",₱ 4.54 million
"For Sale Raw Land 60,000 sqm. ","San Jose, Batangas",₱ 162 million
For Sale Residential 280 sqm. ,"Trece Martires, Cavite",₱ 12.9 million
For Sale Residential 100 sqm. ,"Silang, Cavite",₱ 2.50 million
"For Sale Raw Land 50,000 sqm. ","Pililla, Rizal",₱ 30.0 million
For Sale Residential 500 sqm. ,"Pavia, Iloilo",₱ 3.50 million
For Sale Residential Farm 500 sqm. ,"Amadeo, Cavite",₱ 3.25 million
For Sale Residential 150 sqm. ,"Angono, Rizal",₱ 2.25 million
For Sale Residential 881 sqm. ,"Antipolo, Rizal",₱ 12.3 million
"For Sale Agricultural Farm 18,730 sqm. ","Santa Rosa, Nueva Ecija",₱ 9.37 million
"For Sale Raw Land 162,503 sqm. ","Tanay, Rizal",₱ 65.0 million
"For Sale Agricultural Farm 21,099 sqm. ","Santa Monica (Sapao), Surigao del Norte",₱ 8.50 million
For Sale Residential 474 sqm. ,"Lemery, Batangas",₱ 7.11 million
For Sale Residential 477 sqm. ,"Tagaytay, Cavite",₱ 31.1 million
For Sale Residential 259 sqm. ,"Antipolo, Rizal",₱ 5.18 million
"For Sale Agricultural Farm 12,000 sqm. ","Calatagan, Batangas",₱ 36.0 million
For Sale Residential 156 sqm. ,"Santa Rosa, Laguna",₱ 11.0 million
"For Sale Agricultural Farm 57,000 sqm. ","Pili, Camarines Sur",₱ 12.0 million
For Sale Residential 100 sqm. ,"Baras, Rizal","₱ 350,000"
For Sale Residential 72 sqm. ,"Baras, Rizal","₱ 285,000"
For Sale Residential 300 sqm. ,"Laurel, Batangas",₱ 4.20 million
"For Sale Residential Farm 15,000 sqm. ","Tuy, Batangas",₱ 4.50 million
For Sale Residential 100 sqm. ,"Lipa, Batangas",₱ 1.03 million
"For Sale Agro-Industrial Farm 103,000 sqm. ","Mangatarem, Pangasinan",₱ 39.0 million
"For Sale Commercial 3,303 sqm. ","Binangonan, Rizal",₱ 56.3 million
For Sale Residential 680 sqm. ,"Cebu City, Cebu",₱ 32.0 million
For Sale Residential Farm 100 sqm. ,"Morong, Rizal","₱ 250,000"
For Sale Residential Farm 100 sqm. ,"Morong, Rizal","₱ 450,000"
"For Sale Residential Farm 52,000 sqm. ","Paniqui, Tarlac",₱ 15.0 million
For Sale Residential Farm 250 sqm. ,"Amadeo, Cavite",₱ 1.38 million
For Sale Others 309 sqm. ,"Tagaytay, Cavite",₱ 6.80 million
For Sale Residential 100 sqm. ,"Pililla, Rizal","₱ 579,800"
For Sale Residential 168 sqm. ,"Cebu City, Cebu",₱ 5.88 million
"For Sale Residential 1,399 sqm. ","Santa Rosa, Laguna",₱ 96.9 million
For Sale Residential 150 sqm. ,"Silang, Cavite","₱ 870,000"
For Sale Residential 50 sqm. ,"Bogo, Cebu",₱ 1.50 million
"For Sale Residential Farm 52,000 sqm. ","Paniqui, Tarlac",₱ 15.0 million
For Sale Residential Farm 250 sqm. ,"Amadeo, Cavite",₱ 1.38 million
"For Sale Residential Farm 1,336 sqm. ","Liloan, Cebu",₱ 14.7 million
For Sale Residential 468 sqm. ,"Cebu City, Cebu",₱ 9.83 million
For Sale Others 578 sqm. ,"Dasmariñas, Cavite",₱ 3.50 million
For Sale Residential 371 sqm. ,"Tagaytay, Cavite",₱ 20.5 million
For Sale Residential Farm 150 sqm. ,"Mendez (Mendez-Nuñez), Cavite","₱ 960,000"
For Sale Residential Farm 315 sqm. ,"Antipolo, Rizal",₱ 7.90 million
For Sale Residential Farm 835 sqm. ,"Antipolo, Rizal",₱ 16.7 million
For Sale Residential 120 sqm. ,"Silang, Cavite","₱ 780,000"
For Sale Residential Farm 300 sqm. ,"Indang, Cavite",₱ 1.05 million
For Sale Residential 500 sqm. ,"Lipa, Batangas",₱ 11.2 million
For Sale Residential 150 sqm. ,"Victoria, Laguna",₱ 1.99 million
For Sale Residential 250 sqm. ,"Biñan, Laguna",₱ 7.00 million
"For Sale Residential Farm 10,000 sqm. ","Nasugbu, Batangas",₱ 4.20 million
For Sale Residential 197 sqm. ,"Alfonso, Cavite",₱ 6.45 million
"For Sale Residential Farm 15,000 sqm. ","Sariaya, Quezon",₱ 9.00 million
For Sale Residential 50 sqm. ,"Bogo, Cebu","₱ 200,400"
"For Sale Raw Land 1,000 sqm. ","Alfonso, Cavite",₱ 4.50 million
"For Sale Raw Land 1,500 sqm. ","Alfonso, Cavite",₱ 5.25 million
"For Sale Residential Farm 1,013 sqm. ","Trece Martires, Cavite",₱ 5.07 million
For Sale Residential 350 sqm. ,"Antipolo, Rizal",₱ 1.75 million
For Sale Residential 495 sqm. ,"Antipolo, Rizal",₱ 2.48 million
For Sale Residential Farm 250 sqm. ,"Amadeo, Cavite",₱ 1.50 million
For Sale Commercial 374 sqm. ,"Marilao, Bulacan",₱ 41.5 million
For Sale Residential Farm 373 sqm. ,"Tagaytay, Cavite",₱ 2.24 million
"For Sale Commercial 10,000 sqm. ","San Pablo, Laguna",₱ 50.0 million
For Sale Commercial 757 sqm. ,"Quezon City / QC, Metro Manila",₱ 60.0 million
For Sale Residential Farm 150 sqm. ,"Indang, Cavite","₱ 525,000"
For Sale Residential 100 sqm. ,"Magdalena, Laguna","₱ 450,000"
"For Sale Others 940,000 sqm. ","Labrador, Pangasinan",₱ 188 million
For Sale Residential 565 sqm. ,"Mendez (Mendez-Nuñez), Cavite",₱ 3.11 million
For Sale Residential Farm 150 sqm. ,"Indang, Cavite","₱ 495,000"
For Sale Residential 100 sqm. ,"Norzagaray, Bulacan","₱ 250,000"
"For Sale Agricultural Farm 51,300 sqm. ","Dinalupihan, Bataan",₱ 42.0 million
For Sale Residential 921 sqm. ,"Santa Rosa, Laguna",₱ 23.0 million
For Sale Residential Farm 300 sqm. ,"Matanao, Davao del Sur","₱ 400,000"
"For Sale Agricultural Farm 11,000 sqm. ","Talisay, Batangas",₱ 55.0 million
For Sale Residential 180 sqm. ,"Baliuag, Bulacan",₱ 1.81 million
For Sale Residential 79 sqm. ,"Bocaue, Bulacan",₱ 1.07 million
"For Sale Agricultural Farm 28,699 sqm. ","Rosario, La Union",₱ 28.7 million
For Sale Residential 250 sqm. ,"Calaca, Batangas",₱ 1.38 million
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","₱ 320,000"
For Sale Residential Farm 120 sqm. ,"Dasmariñas, Cavite","₱ 960,000"
For Sale Residential 100 sqm. ,"Silang, Cavite",₱ 1.95 million
"For Sale Residential 1,163 sqm. ","Nasugbu, Batangas",₱ 34.3 million
"For Sale Agricultural Farm 69,000 sqm. ","Talisay, Batangas",₱ 41.4 million
"For Sale Residential Farm 16,386 sqm. ","Bacong, Negros Oriental",₱ 24.6 million
"For Sale Residential Farm 67,983 sqm. ","Villasis, Pangasinan",₱ 102 million
"For Sale Agricultural Farm 11,000 sqm. ","Talisay, Batangas",₱ 55.0 million
For Sale Residential 225 sqm. ,"Baliuag, Bulacan",₱ 2.43 million
"For Sale Commercial 50,000 sqm. ","Calatagan, Batangas",₱ 100 million
For Sale Residential Farm 100 sqm. ,"Cavinti, Laguna","₱ 900,000"
For Sale Residential 150 sqm. ,"Guiguinto, Bulacan",₱ 1.95 million
For Sale Residential 251 sqm. ,"Alfonso, Cavite",₱ 5.02 million
For Sale Residential Farm 300 sqm. ,"Indang, Cavite",₱ 1.44 million
For Sale Residential 300 sqm. ,"Mactan, Lapu-Lapu, Cebu",₱ 6.00 million
For Sale Residential Farm 50 sqm. ,"Jalajala, Rizal","₱ 200,000"
"For Sale Agricultural Farm 1,000 sqm. ","Tiaong, Quezon","₱ 850,000"
For Sale Residential Farm 250 sqm. ,"Amadeo, Cavite",₱ 1.55 million
For Sale Residential 80 sqm. ,"Tanay, Rizal","₱ 360,000"
For Sale Residential 130 sqm. ,"Angeles, Pampanga",₱ 3.57 million
For Sale Agricultural Farm 300 sqm. ,"Mambajao, Camiguin","₱ 450,000"
"For Sale Agricultural Farm 50,000 sqm. ","Burgos, Pangasinan",₱ 12.5 million
For Sale Agricultural Farm 300 sqm. ,"Alfonso, Cavite",₱ 1.44 million
For Sale Residential 280 sqm. ,"Trece Martires, Cavite",₱ 12.5 million
For Sale Residential 300 sqm. ,"San Juan, Batangas",₱ 6.00 million
"For Sale Agricultural Farm 430,000 sqm. ","Umingan, Pangasinan",₱ 86.0 million
"For Sale Residential 1,197 sqm. ","Silang, Cavite",₱ 11.4 million
"For Sale Residential Farm 2,000 sqm. ","Naga, Camarines Sur",₱ 5.00 million
"For Sale Agricultural Farm 5,000 sqm. ","Plaridel, Bulacan",₱ 13.0 million
"For Sale Agricultural Farm 125,000 sqm. ","Tanjay, Negros Oriental",₱ 106 million
"For Sale Agricultural Farm 105,000 sqm. ","San Juan, Batangas",₱ 36.8 million
"For Sale Agricultural Farm 1,000 sqm. ","Jalajala, Rizal",₱ 2.00 million
"For Sale Residential Farm 1,022 sqm. ","Trece Martires, Cavite",₱ 3.00 million
"For Sale Agricultural Farm 1,000 sqm. ","Tiaong, Quezon","₱ 800,000"
For Sale Residential 100 sqm. ,"Alcoy, Cebu","₱ 700,000"
For Sale Raw Land 425 sqm. ,"Tagaytay, Cavite",₱ 14.0 million
"For Sale Agricultural Farm 101,000 sqm. ","Calauag, Quezon",₱ 15.2 million
"For Sale Agricultural Farm 16,315 sqm. ","Borbon, Cebu",₱ 6.20 million
"For Sale Residential Farm 2,194 sqm. ","Indang, Cavite",₱ 6.14 million
"For Sale Agro-Industrial Farm 2,600 sqm. ","Villasis, Pangasinan",₱ 3.90 million
"For Sale Agricultural Farm 16,000 sqm. ","Ivisan, Capiz",₱ 6.25 million
"For Sale Agricultural Farm 630,000 sqm. ","Ivisan, Capiz",₱ 1.00 million
For Sale Residential 100 sqm. ,"Morong, Rizal","₱ 500,000"
"For Sale Agricultural Farm 12,588 sqm. ","Indang, Cavite",₱ 50.4 million
"For Sale Agricultural Farm 3,599 sqm. ","General Trias, Cavite",₱ 43.0 million
"For Sale Agricultural Farm 50,000 sqm. ","Burgos, Pangasinan",₱ 12.5 million
For Sale Residential Farm 480 sqm. ,"Tarlac City, Tarlac",₱ 1.01 million
For Sale Residential 269 sqm. ,"Tagaytay, Cavite",₱ 5.65 million
"For Sale Agricultural Farm 2,141 sqm. ","Silang, Cavite",₱ 9.63 million
For Sale Residential 60 sqm. ,"Pililla, Rizal","₱ 240,000"
For Sale Residential 267 sqm. ,"Alfonso, Cavite",₱ 5.34 million
For Sale Residential 558 sqm. ,"Mandaue, Cebu",₱ 20.8 million
"For Sale Agricultural Farm 1,500 sqm. ","Baao, Camarines Sur","₱ 350,000"
"For Sale Agricultural Farm 1,773 sqm. ","Silang, Cavite",₱ 8.87 million
"For Sale Residential Farm 2,000 sqm. ","Naga, Camarines Sur",₱ 4.00 million
For Sale Residential 500 sqm. ,"Baguio City Economic Zone, Baguio, Benguet",₱ 4.50 million
"For Sale Residential 1,599 sqm. ","Bustos, Bulacan",₱ 8.00 million
"For Sale Agricultural Farm 2,141 sqm. ","Silang, Cavite",₱ 9.63 million
For Sale Residential Farm 191 sqm. ,"Santo Tomas, Batangas",₱ 2.01 million
For Sale Residential 150 sqm. ,"Silang, Cavite","₱ 975,000"
"For Sale Raw Land 578,254 sqm. ","Dumangas, Iloilo",₱ 347 million
"For Sale Agricultural Farm 3,000 sqm. ","Tanay, Rizal",₱ 7.50 million
For Sale Residential Farm 500 sqm. ,"Norzagaray, Bulacan","₱ 475,000"
For Sale Residential 972 sqm. ,"Santa Rosa, Laguna",₱ 67.4 million
For Sale Residential 756 sqm. ,"Santa Rosa, Laguna",₱ 52.4 million
"For Sale Residential Farm 36,000 sqm. ","Pili, Camarines Sur",₱ 243 million
"For Sale Residential Farm 2,666 sqm. ","Dauin, Negros Oriental",₱ 7.50 million
"For Sale Agricultural Farm 16,800 sqm. ","Iloilo City, Iloilo",₱ 16.8 million
For Sale Memorial Lot 2 sqm. ,"Santa Rosa, Laguna","₱ 250,000"
For Sale Agricultural Farm 300 sqm. ,"Silang, Cavite",₱ 1.50 million
For Sale Residential 350 sqm. ,"Taytay, Rizal",₱ 16.1 million
"For Sale Agricultural Farm 3,866 sqm. ","Mendez (Mendez-Nuñez), Cavite",₱ 13.5 million
"For Sale Residential 130,000 sqm. ","Malasiqui, Pangasinan",₱ 36.4 million
For Sale Agricultural Farm 100 sqm. ,"Morong, Rizal","₱ 388,800"
For Sale Residential 311 sqm. ,"Dagupan, Pangasinan",₱ 3.73 million
For Sale Residential 700 sqm. ,"Passi, Iloilo",₱ 3.15 million
For Sale Agricultural Farm 350 sqm. ,"Magallanes, Cavite",₱ 1.23 million
"For Sale Residential 2,500 sqm. ","Pagsanjan, Laguna",₱ 5.00 million
For Sale Commercial 868 sqm. ,"Makati, Metro Manila",₱ 174 million
For Sale Residential Farm 150 sqm. ,"Mendez (Mendez-Nuñez), Cavite","₱ 975,000"
"For Sale Agricultural Farm 2,000 sqm. ","Nasugbu, Batangas",₱ 3.00 million
"For Sale Agricultural Farm 79,805 sqm. ","Cateel, Davao Oriental",₱ 7.90 million
"For Sale Agricultural Farm 17,000 sqm. ","Real, Quezon",₱ 3.50 million
For Sale Residential 96 sqm. ,"Calumpit, Bulacan","₱ 940,800"
For Sale Residential Farm 150 sqm. ,"Amadeo, Cavite","₱ 825,000"
For Sale Residential 750 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 2.50 million
"For Sale Agricultural Farm 30,086 sqm. ","Daet, Camarines Norte",₱ 6.00 million
"For Sale Agricultural Farm 154,590 sqm. ","Maragondon, Cavite",₱ 108 million
For Sale Residential 184 sqm. ,"Taytay, Rizal",₱ 3.09 million
"For Sale Residential 1,200 sqm. ","New Manila, Quezon City / QC, Metro Manila",₱ 192 million
For Sale Residential 120 sqm. ,"San Jose del Monte, Bulacan",₱ 1.75 million
For Sale Residential 120 sqm. ,"Tanauan, Batangas",₱ 1.34 million
"For Sale Agricultural Farm 14,465 sqm. ","Abucay, Bataan",₱ 28.9 million
"For Sale Residential Farm 20,000 sqm. ","Pilar, Bataan",₱ 100 million
For Sale Residential Farm 100 sqm. ,"San Jose del Monte, Bulacan","₱ 250,000"
For Sale Residential 150 sqm. ,"Silang, Cavite","₱ 870,000"
"For Sale Agricultural Farm 60,000 sqm. ","Mamburao, Occidental Mindoro",₱ 7.00 billion
For Sale Residential 50 sqm. ,"Teresa, Rizal","₱ 244,400"
For Sale Agricultural Farm 250 sqm. ,"Magallanes, Cavite","₱ 875,000"
For Sale Residential 120 sqm. ,"General Trias, Cavite",₱ 4.50 million
For Sale Residential 218 sqm. ,"Dasmariñas, Cavite",₱ 1.09 million
"For Sale Raw Land 10,500 sqm. ","Tigbauan, Iloilo",₱ 4.16 million
For Sale Residential Farm 150 sqm. ,"Indang, Cavite","₱ 567,000"
For Sale Residential 185 sqm. ,"Baliuag, Bulacan",₱ 2.56 million
For Sale Residential 270 sqm. ,"Plaridel, Bulacan",₱ 2.78 million
For Sale Residential 120 sqm. ,"Plaridel, Bulacan",₱ 1.20 million
"For Sale Commercial 40,000 sqm. ","San Juan, Batangas",₱ 98.0 million
For Sale Others 100 sqm. ,"Medellin, Cebu","₱ 300,000"
For Sale Residential Farm 200 sqm. ,"Amadeo, Cavite",₱ 1.20 million
For Sale Residential Farm 250 sqm. ,"Magallanes, Cavite",₱ 1.00 million
For Sale Agricultural Farm 100 sqm. ,"Indang, Cavite","₱ 380,000"
For Sale Residential 100 sqm. ,"Norzagaray, Bulacan","₱ 250,000"
For Sale Residential 40 sqm. ,"Norzagaray, Bulacan","₱ 326,000"
"For Sale Commercial 1,370 sqm. ","Dagupan, Pangasinan",₱ 16.4 million
For Sale Residential 276 sqm. ,"Tagaytay, Cavite",₱ 3.86 million
"For Sale Raw Land 6,000 sqm. ","Alfonso, Cavite",₱ 21.0 million
For Sale Residential Farm 129 sqm. ,"Santa Rosa, Laguna",₱ 4.45 million
For Sale Residential Farm 150 sqm. ,"Amadeo, Cavite","₱ 900,000"
For Sale Residential 204 sqm. ,"Lipa, Batangas",₱ 1.74 million
For Sale Residential Farm 100 sqm. ,"El Nido (Bacuit), Palawan","₱ 800,000"
For Sale Agricultural Farm 538 sqm. ,"Indang, Cavite",₱ 2.07 million
"For Sale Residential 1,000 sqm. ","Alfonso, Cavite",₱ 3.50 million
For Sale Residential Farm 763 sqm. ,"Calamba, Laguna",₱ 5.19 million
For Sale Residential 300 sqm. ,"Dasmariñas, Cavite",₱ 6.00 million
"For Sale Residential 1,000 sqm. ","Alfonso, Cavite",₱ 3.50 million
"For Sale Agricultural Farm 180,000 sqm. ","Masinloc, Zambales",₱ 126 million
"For Sale Agricultural Farm 48,000 sqm. ","Basud, Camarines Norte",₱ 4.50 million
"For Sale Residential Farm 15,255 sqm. ","Lopez, Quezon",₱ 38.1 million
For Sale Residential 104 sqm. ,"Pililla, Rizal","₱ 468,000"
For Sale Residential Farm 300 sqm. ,"Indang, Cavite",₱ 1.05 million
For Sale Residential 825 sqm. ,"Liloan, Cebu",₱ 6.60 million
"For Sale Raw Land 9,933 sqm. ","Consolacion, Cebu",₱ 149 million
For Sale Residential 376 sqm. ,"Nasugbu, Batangas",₱ 5.26 million
For Sale Others 120 sqm. ,"Norzagaray, Bulacan","₱ 300,000"
"For Sale Commercial 1,260 sqm. ","Muntinlupa, Metro Manila",₱ 65.0 million
"For Sale Residential Farm 340,000 sqm. ","Laur, Nueva Ecija",₱ 34.0 million
For Sale Residential 320 sqm. ,"Tagaytay, Cavite",₱ 2.70 million
"For Sale Agricultural Farm 13,789 sqm. ","Silang, Cavite",₱ 48.3 million
"For Sale Commercial 2,000 sqm. ","Bocaue, Bulacan",₱ 30.0 million
For Sale Residential 240 sqm. ,"San Jose del Monte, Bulacan",₱ 5.52 million
For Sale Residential 300 sqm. ,"Mactan, Lapu-Lapu, Cebu",₱ 3.50 million
"For Sale Residential Farm 239,805 sqm. ","Naga, Camarines Sur",₱ 456 million
