Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,HoursWorkedPerWeek,EmploymentSector,SalaryUSD
United Kingdom,Microsoft SQL Server,10,Full time employee,"Developer: App code (C#, JS, etc)",37,Private business,57000
Germany,Microsoft SQL Server,10,Part time,Manager,40,State/province government,75000
Italy,Microsoft SQL Server,13,Full time employee,Manager,50,Private business,77000
United States,MySQL/MariaDB,3,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,State/province government,60000
United Kingdom,Microsoft SQL Server,17,Full time employee,Manager,42,Non-profit,80000
Czech Republic,Microsoft SQL Server,5,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",50,Private business,22000
United States,Microsoft SQL Server,15,Full time employee,Engineer,45,Private business,130000
United States,Microsoft SQL Server,18,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Non-profit,110000
United States,Microsoft SQL Server,15,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,92000
United States,Microsoft SQL Server,10,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,110000
United States,Microsoft SQL Server,23,Full time employee,Manager,50,Private business,118000
Australia,Microsoft SQL Server,10,"Independent consultant, contractor, freelancer,  or company owner","Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,200000
United States,Oracle,2,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,97500
United States,Microsoft SQL Server,15,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",45,Private business,135000
Lithuania,Microsoft SQL Server,12,Full time employee,Developer: T-SQL,40,Private business,56640
United States,Microsoft SQL Server,3,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,State/province government,59000
Spain,Microsoft SQL Server,7,Full time employee,"Developer: App code (C#, JS, etc)",36,Private business,30000
United States,Microsoft SQL Server,10,Full time employee of a consulting/contracting company,Engineer,60,Private business,130000
United Kingdom,Microsoft SQL Server,12,Full time employee,Manager,42,Private business,70000
Canada,Oracle,20,"Independent consultant, contractor, freelancer,  or company owner",Architect,42,Private business,120000
Serbia and Montenegro,Oracle,15,"Independent consultant, contractor, freelancer,  or company owner",DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,30000
United States,Microsoft SQL Server,14,Full time employee,Developer: T-SQL,50,Private business,117000
United States,Microsoft SQL Server,7,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,62000
Saudi Arabia,Microsoft SQL Server,8,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",65,State/province government,65000
United States,PostgreSQL,2,Full time employee of a consulting/contracting company,Manager,45,Private business,67000
United Kingdom,Microsoft SQL Server,2,Full time employee,Developer: T-SQL,37,Private business,34821
Netherlands,Microsoft SQL Server,5,Full time employee,Engineer,50,Private business,61763
United States,Microsoft SQL Server,15,Full time employee,"Developer: App code (C#, JS, etc)",45,Private business,125000
Latvia,Microsoft SQL Server,2,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,24000
United States,Microsoft SQL Server,10,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",40,Private business,135000
United States,Microsoft SQL Server,10,Full time employee,Manager,40,Private business,100000
United States,Microsoft SQL Server,18,Full time employee,Engineer,50,Private business,92500
United States,Microsoft SQL Server,3,Full time employee,Other,40,Private business,60000
United States,Microsoft SQL Server,6,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,90000
United States,Microsoft SQL Server,3,Full time employee,Engineer,43,Federal government,140000
United States,Microsoft SQL Server,18,Full time employee,Architect,50,Private business,164000
Turkey,Microsoft SQL Server,10,Full time employee of a consulting/contracting company,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",54,Private business,72000
United States,Microsoft SQL Server,10,Full time employee,Manager,55,Private business,95000
Canada,Microsoft SQL Server,5,Full time employee,Analyst,40,Private business,75000
Sweden,Microsoft SQL Server,2,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,47219
United States,Microsoft SQL Server,15,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),50,Private business,120000
France,Microsoft SQL Server,5,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,40000
United Kingdom,Microsoft SQL Server,2,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,60330
United States,Microsoft SQL Server,18,Full time employee of a consulting/contracting company,Developer: T-SQL,50,Private business,140000
New Zealand,Microsoft SQL Server,10,Full time employee,Engineer,40,Private business,77000
United States,Microsoft SQL Server,4,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,55000
United Kingdom,Microsoft SQL Server,10,Full time employee,Manager,37,Private business,80300
United States,Microsoft SQL Server,17,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,110000
France,Microsoft SQL Server,3,Full time employee,"Developer: App code (C#, JS, etc)",39,Private business,35000
United States,Microsoft SQL Server,7,Full time employee,"Developer: App code (C#, JS, etc)",36,State/province government,80000
Germany,Microsoft SQL Server,17,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,93000
Poland,Microsoft SQL Server,4,Full time employee,Engineer,40,Private business,40000
United States,Microsoft SQL Server,7,Full time employee,Developer: T-SQL,45,Private business,65000
Ukraine,Microsoft SQL Server,2,"Independent consultant, contractor, freelancer,  or company owner","Developer: App code (C#, JS, etc)",40,Private business,26500
Australia,Microsoft SQL Server,3,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",40,Private business,76000
Russia,Microsoft SQL Server,15,Full time employee,Developer: T-SQL,30,Private business,28600
Jersey,Microsoft SQL Server,7,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",35,Private business,60000
United States,Microsoft SQL Server,6,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Federal government,98000
United States,Microsoft SQL Server,10,Full time employee,Architect,45,Private business,150000
United States,Microsoft SQL Server,12,Full time employee,Architect,45,Private business,111000
Denmark,Microsoft SQL Server,20,Full time employee of a consulting/contracting company,Manager,40,Private business,140000
United States,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,105000
United States,Microsoft SQL Server,10,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,960000
United States,Microsoft SQL Server,15,Full time employee,Developer: T-SQL,40,Private business,117500
United States,Microsoft SQL Server,9,Full time employee,Manager,50,Private business,82500
United States,Microsoft SQL Server,15,Full time employee,Architect,40,"Education (K-12, college, university)",95000
United States,Microsoft SQL Server,10,Full time employee,Engineer,50,Private business,122000
United States,Microsoft SQL Server,3,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,70000
United States,Microsoft SQL Server,17,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,55000
Poland,Microsoft SQL Server,7,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,45000
United Kingdom,Microsoft SQL Server,13,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,94000
United States,Microsoft SQL Server,4,Full time employee,Developer: T-SQL,40,Private business,113000
Germany,MySQL/MariaDB,7,Full time employee,Engineer,45,Private business,59500
United States,Microsoft SQL Server,17,Full time employee,Architect,45,Private business,127000
Hungary,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,42,Private business,46000
United States,Microsoft SQL Server,2,Full time employee of a consulting/contracting company,Other,55,Private business,93000
Australia,Microsoft SQL Server,15,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,State/province government,84000
Australia,Microsoft SQL Server,11,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),37,Private business,111000
Canada,Microsoft SQL Server,1,Full time employee,Analyst,50,Private business,60000
Australia,Microsoft SQL Server,4,Full time employee,Manager,40,Private business,69000
United States,Microsoft SQL Server,2,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Local government,75000
United States,Microsoft SQL Server,20,"Independent consultant, contractor, freelancer,  or company owner","DBA (Development Focus - tunes queries, indexes, does deployments)",45,Private business,260000
United States,Microsoft SQL Server,6,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),44,Private business,71000
United States,Microsoft SQL Server,4,Full time employee,"Developer: App code (C#, JS, etc)",50,Private business,110000
United States,Microsoft SQL Server,6,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,121000
United States,Microsoft SQL Server,21,"Independent consultant, contractor, freelancer,  or company owner",Developer: T-SQL,50,Private business,100000
Canada,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",46,Private business,93396
Belgium,Microsoft SQL Server,10,"Independent consultant, contractor, freelancer,  or company owner","Developer: Business Intelligence (SSRS, PowerBI, etc)",35,Private business,100000
New Zealand,Microsoft SQL Server,12,Full time employee,Analyst,43,Private business,62000
Australia,Microsoft SQL Server,13,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",54,Private business,135000
United States,Microsoft SQL Server,17,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",45,Private business,105000
Australia,Microsoft SQL Server,20,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,135000
United States,Microsoft SQL Server,5,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,97263
United States,Microsoft SQL Server,5,Full time employee,Manager,50,Private business,86000
United States,Microsoft SQL Server,20,Full time employee,Developer: T-SQL,40,Private business,120000
United States,Microsoft SQL Server,7,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",40,Private business,90000
United States,Microsoft SQL Server,5,Full time employee,Developer: T-SQL,55,Private business,118000
Australia,Microsoft SQL Server,16,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,"Education (K-12, college, university)",80500
United States,Microsoft SQL Server,9,Full time employee,Architect,40,Private business,155000
Australia,Microsoft SQL Server,25,Full time employee,Data Scientist,40,State/province government,120000
Australia,Microsoft SQL Server,7,Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,78000
United States,Microsoft SQL Server,0,Full time employee,Other,45,Private business,64000
United States,Microsoft SQL Server,10,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",85,Private business,90000
United States,Microsoft SQL Server,4,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,81000
United States,Microsoft SQL Server,1,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,50000
United States,Microsoft SQL Server,18,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),41,State/province government,105000
United States,Microsoft SQL Server,20,Full time employee,Manager,40,Private business,333000
United States,Microsoft Access,10,Full time employee,Manager,40,Local government,85000
Canada,Microsoft SQL Server,21,Full time employee,Architect,37,Private business,100000
United States,Microsoft SQL Server,12,Full time employee,"Developer: App code (C#, JS, etc)",45,Private business,180000
Canada,Microsoft SQL Server,18,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),35,Private business,120000
Australia,Microsoft SQL Server,20,Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,100000
United States,Microsoft SQL Server,12,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Non-profit,121000
United States,Microsoft SQL Server,17,Full time employee,Developer: T-SQL,40,Private business,122000
Australia,Microsoft SQL Server,9,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",38,Private business,123673
United States,Microsoft SQL Server,3,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",50,Private business,85000
Canada,Microsoft SQL Server,10,"Independent consultant, contractor, freelancer,  or company owner","DBA (Development Focus - tunes queries, indexes, does deployments)",40,Private business,144000
United States,Microsoft SQL Server,20,Full time employee,Architect,50,Private business,136000
United States,Microsoft SQL Server,15,"Independent consultant, contractor, freelancer,  or company owner",Architect,40,Private business,120000
United States,Microsoft SQL Server,4,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),50,Private business,60000
United States,Microsoft SQL Server,7,Full time employee,Analyst,40,"Education (K-12, college, university)",83000
Australia,Microsoft SQL Server,2,Full time employee,Developer: T-SQL,40,Private business,80000
United States,Microsoft SQL Server,17,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Non-profit,166000
United States,Microsoft SQL Server,4,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,75000
Russia,Microsoft SQL Server,10,Full time employee,"Developer: App code (C#, JS, etc)",36,Private business,30000
United States,Microsoft SQL Server,17,Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,115000
Australia,Oracle,20,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,State/province government,95000
United States,Microsoft SQL Server,3,Full time employee of a consulting/contracting company,"Developer: App code (C#, JS, etc)",50,Private business,80000
United States,Microsoft SQL Server,7,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",40,Private business,85000
India,Microsoft SQL Server,10,Full time employee of a consulting/contracting company,Engineer,54,Private business,12500
United States,Microsoft SQL Server,16,Full time employee,Architect,40,Private business,165000
Malaysia,Microsoft SQL Server,10,Full time employee,Analyst,40,Private business,10962
United States,Microsoft SQL Server,22,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",50,Private business,103000
Australia,Microsoft SQL Server,1,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,70000
United States,Microsoft SQL Server,3,Full time employee,"Developer: App code (C#, JS, etc)",40,Non-profit,86000
United States,Microsoft SQL Server,20,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",45,Private business,113000
United States,Microsoft SQL Server,6,Full time employee,"Developer: App code (C#, JS, etc)",40,"Education (K-12, college, university)",65000
United States,Microsoft SQL Server,16,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",55,Private business,112000
Australia,Microsoft SQL Server,4,Full time employee,"Developer: App code (C#, JS, etc)",38,Private business,38000
Australia,Microsoft SQL Server,2,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,50000
Hungary,Microsoft SQL Server,15,Full time employee,Architect,40,Private business,30000
United States,Microsoft SQL Server,5,Full time employee,Manager,40,Private business,105000
Austria,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",45,Private business,68000
Nepal,Microsoft SQL Server,12,Full time employee,Engineer,40,Private business,16000
India,Microsoft SQL Server,12,Full time employee,Developer: T-SQL,40,Private business,16000
Netherlands,Microsoft SQL Server,20,Full time employee,Architect,40,Private business,58
Sweden,Microsoft SQL Server,2,Full time employee,Developer: T-SQL,40,Private business,45800
Austria,Microsoft SQL Server,2,Full time employee,Other,40,Private business,54832
South Africa,Microsoft SQL Server,20,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",50,Private business,80000
United Kingdom,Microsoft SQL Server,8,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",37,Private business,75000
Hungary,Microsoft SQL Server,4,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,17500
Israel,Microsoft SQL Server,6,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",45,Private business,68000
United Kingdom,Microsoft SQL Server,17,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,70000
United Kingdom,Microsoft SQL Server,10,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",40,Private business,60112
Croatia,Microsoft SQL Server,5,Full time employee,Architect,40,Private business,46000
Czech Republic,Microsoft SQL Server,2,Full time employee,Analyst,38,State/province government,28600
United Kingdom,Microsoft SQL Server,5,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,95000
United Kingdom,Microsoft SQL Server,9,Full time employee,"Developer: App code (C#, JS, etc)",38,Private business,54000
Czech Republic,Microsoft SQL Server,10,"Independent consultant, contractor, freelancer,  or company owner",Architect,40,Private business,63000
Netherlands,Microsoft SQL Server,10,Full time employee,Manager,40,Private business,48000
United Kingdom,Microsoft SQL Server,1,Full time employee,"Developer: App code (C#, JS, etc)",37,Private business,29000
United Kingdom,Microsoft SQL Server,10,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),37,State/province government,41124
Germany,Microsoft SQL Server,10,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",45,Private business,70000
Brazil,Microsoft SQL Server,5,Full time employee,Manager,44,Private business,60000
India,Microsoft SQL Server,5,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,684000
United Kingdom,Microsoft SQL Server,14,Full time employee,"Developer: App code (C#, JS, etc)",35,Private business,63500
Sweden,Microsoft SQL Server,4,Full time employee of a consulting/contracting company,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",42,Private business,50833
Netherlands,Microsoft SQL Server,5,Full time employee of a consulting/contracting company,Engineer,32,Private business,49000
United Kingdom,Microsoft SQL Server,3,Full time employee,Analyst,47,Private business,40000
Greece,Microsoft SQL Server,10,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,900
United Kingdom,Microsoft SQL Server,20,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),50,Private business,80000
United Kingdom,Microsoft SQL Server,10,Full time employee,Manager,37,Private business,72247
Philippines,Microsoft SQL Server,5,Full time employee,Developer: T-SQL,45,Private business,12000
United Kingdom,Microsoft SQL Server,18,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",50,Private business,66000
New Zealand,Microsoft SQL Server,15,Full time employee,Architect,35,Private business,95000
Finland,Microsoft SQL Server,10,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),38,Private business,50100
United Kingdom,Microsoft SQL Server,12,Full time employee,Manager,40,Private business,75000
United Kingdom,Microsoft SQL Server,10,Full time employee,"Developer: App code (C#, JS, etc)",37,Private business,80200
United Kingdom,Microsoft SQL Server,8,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,80000
Germany,Microsoft SQL Server,18,Full time employee,Manager,50,Private business,119000
Norway,Microsoft SQL Server,5,Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),37,Private business,87000
Ghana,Microsoft SQL Server,4,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,7500
United States,Microsoft SQL Server,17,Full time employee of a consulting/contracting company,Developer: T-SQL,45,Private business,85000
United Kingdom,Microsoft SQL Server,4,Full time employee,"Developer: App code (C#, JS, etc)",37,Private business,36500
United States,Microsoft SQL Server,10,Full time employee,Analyst,40,Local government,60000
Sweden,Microsoft SQL Server,2,Full time employee of a consulting/contracting company,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,58000
United Kingdom,Microsoft SQL Server,20,Full time employee,Analyst,45,Private business,65000
United Kingdom,Microsoft SQL Server,18,"Independent consultant, contractor, freelancer,  or company owner",DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),35,Private business,66000
United States,Microsoft SQL Server,3,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,88500
United Kingdom,Microsoft SQL Server,18,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,66000
India,Microsoft SQL Server,5,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",76,Private business,8230
United States,Microsoft SQL Server,15,Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),46,Private business,78000
United Kingdom,Microsoft SQL Server,5,Full time employee,"Developer: App code (C#, JS, etc)",37,Private business,42916
United States,Microsoft SQL Server,14,Full time employee,Manager,45,Private business,125000
Denmark,Microsoft SQL Server,10,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),37,Private business,91400
Dominican Republic,Microsoft SQL Server,11,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),44,Private business,22350
Brazil,Microsoft SQL Server,3,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,5800
Bulgaria,Microsoft SQL Server,4,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,25000
United States,Microsoft SQL Server,11,Full time employee,Engineer,50,Private business,149000
United States,Microsoft SQL Server,8,Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,"Education (K-12, college, university)",96000
United States,Microsoft SQL Server,20,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Non-profit,115000
Canada,Microsoft SQL Server,17,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",38,Private business,75000
United States,Microsoft SQL Server,5,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",50,Private business,72000
Denmark,Microsoft SQL Server,17,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",37,Local government,67000
United Kingdom,Microsoft SQL Server,16,"Independent consultant, contractor, freelancer,  or company owner","DBA (Production Focus - build & troubleshoot servers, HA/DR)",35,Private business,280000
United States,Microsoft SQL Server,18,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,50000
Denmark,Microsoft SQL Server,3,Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,87.83
United States,Microsoft SQL Server,20,Full time employee of a consulting/contracting company,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",50,Federal government,165000
United States,Microsoft SQL Server,20,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",50,Private business,67000
United States,Microsoft SQL Server,18,Full time employee,Architect,45,Private business,138000
United States,Microsoft SQL Server,7,Full time employee,Other,40,Private business,75000
United Kingdom,Microsoft SQL Server,8,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",38,Local government,48000
United States,Microsoft SQL Server,5,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,80000
United Kingdom,Microsoft SQL Server,3,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,37538
United States,Microsoft SQL Server,17,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",50,Private business,115000
United States,Microsoft SQL Server,13,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",46,Private business,84000
United States,Microsoft SQL Server,11,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,84000
United Kingdom,Microsoft SQL Server,3,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,33437
Romania,Microsoft SQL Server,13,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),50,Private business,46000
United States,Microsoft SQL Server,6,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,80000
United States,Microsoft SQL Server,4,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,77500
Russia,Microsoft SQL Server,7,Full time employee,Engineer,40,Private business,24000
United States,Microsoft SQL Server,20,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",45,Private business,135000
United States,Microsoft SQL Server,12,Full time employee,"Developer: App code (C#, JS, etc)",38,Private business,93000
United States,Microsoft SQL Server,16,Full time employee,Manager,53,Private business,144700
United States,PostgreSQL,2,Full time employee,Analyst,45,Private business,71000
United States,Microsoft SQL Server,7,Full time employee,Manager,45,Private business,97000
Greece,Microsoft SQL Server,3,Full time employee,"Developer: App code (C#, JS, etc)",45,Private business,13500
United States,Microsoft SQL Server,8,Full time employee,Analyst,50,Private business,92000
United States,Microsoft SQL Server,10,Full time employee,Manager,42,Private business,112700
United States,Microsoft SQL Server,24,Full time employee,Other,50,Private business,110000
United States,Microsoft SQL Server,4,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,65000
Canada,Microsoft SQL Server,20,Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,67000
United States,Microsoft SQL Server,5,Full time employee,Developer: T-SQL,50,Local government,90000
United States,Microsoft SQL Server,23,Full time employee,Engineer,60,Private business,93000
United States,Microsoft SQL Server,18,Full time employee,Developer: T-SQL,40,Non-profit,80000
United States,Microsoft SQL Server,20,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),50,Private business,108000
United States,Microsoft SQL Server,5,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),50,Private business,82000
United States,Microsoft SQL Server,19,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),45,Private business,110700
United States,Microsoft SQL Server,8,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,92000
United States,Microsoft SQL Server,18,Full time employee,Developer: T-SQL,40,Private business,76000
United States,Microsoft SQL Server,17,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",45,Private business,130000
United States,Microsoft SQL Server,11,Full time employee of a consulting/contracting company,Manager,50,Non-profit,100000
United States,Microsoft SQL Server,17,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),50,Non-profit,125000
United States,Microsoft SQL Server,15,Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,115000
United States,Microsoft SQL Server,18,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,"Education (K-12, college, university)",95207
United Kingdom,Microsoft SQL Server,5,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,64179
United States,Microsoft SQL Server,6,Full time employee,Developer: T-SQL,40,Private business,78000
Canada,Microsoft SQL Server,20,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",50,Private business,64500
United States,Microsoft SQL Server,10,"Independent consultant, contractor, freelancer,  or company owner","Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,110000
United States,Azure SQL DB,3,Full time employee,Engineer,50,Private business,166000
United States,Microsoft SQL Server,10,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,132000
New Zealand,Microsoft SQL Server,12,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),40,Private business,77155
Canada,Microsoft SQL Server,12,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",40,Private business,76000
United Kingdom,Other,1,Full time employee,Architect,50,Private business,121500
Czech Republic,Microsoft SQL Server,20,"Independent consultant, contractor, freelancer,  or company owner",Developer: T-SQL,40,Private business,66000
Austria,Microsoft SQL Server,10,Part time,Engineer,35,Private business,54577
United States,Microsoft SQL Server,7,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,103000
United States,Microsoft SQL Server,8,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),44,Private business,100000
United States,Microsoft SQL Server,12,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),42,"Education (K-12, college, university)",110000
