,Address,Bedrooms,Bathrooms,Sqm,Cost
8042,"Santa Cruz, Laguna",2,1,44,1600000.0
8043,"Daanbantayan, Cebu",0,2,54,1700000.0
8044,"Cebu City, Cebu",2,1,46,4350000.0
8045,"Gapan, Nueva Ecija",5,3,142,8450000.0
8046,"Balanga, Bataan",2,1,44,1600000.0
8047,"Dumaguete, Negros Oriental",5,3,166,8800000.0
8048,"Taytay, Rizal",4,3,232,5500000.0
8049,"Numancia, Aklan",0,1,22,1530000.0
8050,"Antipolo, Rizal",3,2,112,7700000.0
8051,"San Pablo, Laguna",2,1,44,2300000.0
8052,"Pasig, Metro Manila",6,6,480,29500000.0
8053,"Lipa, Batangas",2,1,36,1870000.0
8054,"Lipa, Batangas",2,1,36,1580000.0
8055,"Tagum, Davao del Norte",2,1,44,1640000.0
8056,"Bacolod, Negros Occidental",3,1,42,2110000.0
8057,"San Fernando, Pampanga",4,3,190,9500000.0
8058,"Calamba, Laguna",2,2,56,2420000.0
8059,"Santa Cruz, Laguna",2,1,44,1600000.0
8060,"Imus, Cavite",2,1,44,2480000.0
8061,"Plaridel, Bulacan",3,1,45,2000000.0
8062,"Baliuag, Bulacan",2,1,42,2220000.0
8063,"Malvar, Batangas",2,1,52,2640000.0
8064,"Baliuag, Bulacan",2,1,42,2220000.0
8065,"Malvar, Batangas",2,1,52,2640000.0
8066,"Dumaguete, Negros Oriental",2,2,42,1600000.0
8067,"General Trias, Cavite",4,2,81,4200000.0
8068,"General Santos (Dadiangas), South Cotabato",2,2,53,4430000.0
8069,"Binangonan, Rizal",2,1,46,3040000.0
8070,"Imus, Cavite",2,1,45,1690000.0
8071,"San Pablo, Laguna",7,5,326,6000000.0
8072,"Alabang, Muntinlupa, Metro Manila",5,5,650,198000000.0
8073,"Manolo Fortich, Bukidnon",2,1,44,1850000.0
8074,"Manolo Fortich, Bukidnon",2,1,36,1870000.0
8075,"Imus, Cavite",3,2,63,3850000.0
8076,"Lipa, Batangas",2,2,61,3810000.0
8077,"Imus, Cavite",2,1,40,2080000.0
8078,"San Juan, Batangas",3,2,66,5840000.0
8079,"Mandaluyong, Metro Manila",5,5,253,29400000.0
8080,"Naic, Cavite",2,1,42,1470000.0
8081,"Taguig, Metro Manila",2,2,56,10600000.0
8082,"Imus, Cavite",3,2,60,3540000.0
8083,"Legazpi, Albay",5,3,142,18000000.0
8084,"Batangas City, Batangas",2,2,99,4350000.0
8085,"Imus, Cavite",2,2,60,4830000.0
8086,"Imus, Cavite",2,1,36,1180000.0
8087,"Talisay, Cebu",2,2,245,12000000.0
8088,"Pilar, Bataan",3,1,42,1750000.0
8089,"Alaminos, Pangasinan",3,1,45,2000000.0
8090,"Alaminos, Pangasinan",2,1,44,1580000.0
8091,"Urdaneta, Pangasinan",4,2,130,3100000.0
8092,"San Juan, Batangas",2,1,40,2940000.0
8093,"Lipa, Batangas",3,2,120,5610000.0
8094,"Imus, Cavite",3,2,83,5480000.0
8095,"Oton, Iloilo",3,1,42,1840000.0
8096,"Imus, Cavite",4,2,86,6200000.0
8097,"Cagayan de Oro, Misamis Oriental",2,1,36,2000000.0
8098,"Binangonan, Rizal",2,2,46,6280000.0
8099,"Binangonan, Rizal",2,2,40,4610000.0
8100,"Antipolo, Rizal",4,3,130,5800000.0
8101,"Binangonan, Rizal",2,2,53,5380000.0
8102,"Urdaneta, Pangasinan",3,1,92,3500000.0
8103,"Urdaneta, Pangasinan",2,1,65,1700000.0
8104,"Cebu City, Cebu",2,1,76,3950000.0
8105,"Quezon City / QC, Metro Manila",3,4,234,37500000.0
8106,"Pili, Camarines Sur",2,1,36,1900000.0
8107,"San Juan, Batangas",3,2,66,5840000.0
8108,"Lipa, Batangas",2,2,61,3810000.0
8109,"Imus, Cavite",2,1,46,4850000.0
8110,"Imus, Cavite",2,1,40,2080000.0
8111,"Naic, Cavite",2,1,42,1470000.0
8112,"Imus, Cavite",3,2,50,2280000.0
8113,"Bacolor, Pampanga",2,1,45,1880000.0
8114,"San Fernando, Pampanga",2,1,44,1320000.0
8115,"Mexico, Pampanga",2,1,48,1100000.0
8116,"Antipolo, Rizal",3,3,194,8650000.0
8117,"Bacoor, Cavite",3,2,77,6730000.0
8118,"Santa Maria, Bulacan",4,3,83,5510000.0
8119,"San Juan, Batangas",2,1,40,2940000.0
8120,"Tanauan, Batangas",3,1,42,1900000.0
8121,"Pilar, Bataan",3,1,42,1750000.0
8122,"Entertainment City / E-city, Parañaque, Metro Manila",3,2,100,7500000.0
8123,"Silay, Negros Occidental",0,1,22,621500.0
8124,"Dauis, Bohol",3,2,100,3000000.0
8125,"Trece Martires, Cavite",2,1,44,1860000.0
8126,"General Trias, Cavite",2,1,36,2049999.9999999998
8127,"San Fernando, Pampanga",3,3,235,7500000.0
8128,"Baliuag, Bulacan",2,1,40,2740000.0
8129,"Kidapawan, Cotabato",3,1,45,2000000.0
8130,"Digos, Davao del Sur",2,1,44,1850000.0
8131,"Dasmariñas, Cavite",3,2,211,27000000.0
8132,"Las Piñas, Metro Manila",5,5,250,16000000.0
8133,"San Pablo, Laguna",2,1,44,1720000.0
8134,"Antipolo, Rizal",2,2,61,4690000.0
8135,"Santa Rosa, Laguna",3,2,109,4400000.0
8136,"Santa Rosa, Laguna",3,2,109,4400000.0
8137,"San Pablo, Laguna",2,1,44,2360000.0
8138,"Malolos, Bulacan",3,1,50,7230000.0
8139,"Bacoor, Cavite",3,2,77,6730000.0
8140,"Pilar, Bataan",3,1,42,1750000.0
8141,"San Juan, Metro Manila",6,5,264,34600000.0
8142,"Tandang Sora, Quezon City / QC, Metro Manila",4,3,185,11800000.0
8143,"Tagum, Davao del Norte",3,1,42,1950000.0
8144,"Tagum, Davao del Norte",2,1,44,1640000.0
8145,"Taguig, Metro Manila",3,3,162,41500000.0
8146,"Antipolo, Rizal",3,2,60,6020000.0
8147,"Lipa, Batangas",2,1,36,2150000.0
8148,"Lipa, Batangas",2,1,36,1780000.0
8149,"Lipa, Batangas",3,1,45,1580000.0
8150,"Calamba, Laguna",2,2,53,4430000.0
8151,"Pasig, Metro Manila",5,3,280,14000000.0
8152,"San Jose del Monte, Bulacan",3,3,90,4050000.0
8153,"Imus, Cavite",4,3,110,7770000.0
8154,"Nuvali, Santa Rosa, Laguna",3,2,95,14000000.0
8155,"Roxas City, Capiz",3,2,66,4820000.0
8156,"Bacolor, Pampanga",4,3,187,6310000.0
8157,"Malvar, Batangas",3,2,200,8000000.0
8158,"Subic, Zambales",4,3,83,5670000.0
8159,"Pasig, Metro Manila",4,5,285,15500000.0
8160,"Trece Martires, Cavite",3,2,90,4930000.0
8161,"Bacoor, Cavite",2,1,40,4510000.0
8162,"Bacoor, Cavite",2,1,46,3490000.0
8163,"Numancia, Aklan",2,1,36,2060000.0
8164,"Calamba, Laguna",5,3,110,8730000.0
8165,"Santa Maria, Bulacan",2,1,42,2110000.0
8166,"Bacoor, Cavite",2,1,87,4980000.0
8167,"Baliuag, Bulacan",2,1,40,2960000.0
8168,"Tarlac City, Tarlac",5,3,100,8520000.0
8169,"Cagayan de Oro, Misamis Oriental",2,1,36,2000000.0
8170,"Malvar, Batangas",2,1,42,1770000.0
8171,"Dumaguete, Negros Oriental",3,2,66,4640000.0
8172,"Butuan, Agusan del Norte",2,2,53,5500000.0
8173,"Lipa, Batangas",4,3,88,3750000.0
8174,"Capas, Tarlac",3,2,66,4160000.0
8175,"Santo Tomas, Batangas",4,3,159,6060000.0
8176,"Daraga (Locsin), Albay",4,2,320,35000000.0
8177,"Apalit, Pampanga",5,3,100,5000000.0
8178,"Novaliches, Quezon City / QC, Metro Manila",5,4,180,5000000.0
8179,"Nuvali, Cabuyao, Laguna",3,2,161,6100000.0
8180,"Numancia, Aklan",3,2,66,4830000.0
8181,"Cubao, Quezon City / QC, Metro Manila",3,3,140,11800000.0
8182,"Mactan, Lapu-Lapu, Cebu",2,2,168,4000000.0
8183,"Pavia, Iloilo",3,1,42,4850000.0
8184,"Pavia, Iloilo",3,1,42,4850000.0
8185,"Koronadal, South Cotabato",2,1,40,3560000.0
8186,"Alaminos, Laguna",2,1,44,1580000.0
8187,"Baras, Rizal",2,1,44,1640000.0
8188,"Naic, Cavite",2,1,43,1240000.0
8189,"Baliuag, Bulacan",5,3,96,10100000.0
8190,"Pilar, Bataan",0,1,22,580000.0
8191,"Angeles, Pampanga",4,4,450,33000000.0
8192,"Baliuag, Bulacan",5,3,100,7120000.0
8193,"Numancia, Aklan",2,1,36,2060000.0
8194,"Las Piñas, Metro Manila",4,2,124,7550000.0
8195,"Cagayan de Oro, Misamis Oriental",2,1,36,1400000.0
8196,"Lipa, Batangas",3,1,45,1900000.0
8197,"Numancia, Aklan",3,2,66,4860000.0
8198,"Cavite City, Cavite",4,3,147,9420000.0
8199,"Bacolod, Negros Occidental",2,1,35,1860000.0
8200,"Santa Rosa, Laguna",3,5,264,28000000.0
8201,"Biñan, Laguna",2,2,70,4800000.0
8202,"Cavite City, Cavite",3,3,131,9090000.0
8203,"Cagayan de Oro, Misamis Oriental",2,1,44,1830000.0
8204,"Numancia, Aklan",5,3,97,6500000.0
8205,"Antipolo, Rizal",4,3,85,8730000.0
8206,"San Fernando, Pampanga",3,2,60,17000000.0
8207,"Angeles, Pampanga",9,13,1000,85000000.0
8208,"Binangonan, Rizal",2,1,40,2860000.0
8209,"Malolos, Bulacan",2,1,40,2340000.0
8210,"Santa Rosa, Nueva Ecija",2,1,40,2800000.0
8211,"Dumaguete, Negros Oriental",2,1,44,1900000.0
8212,"Baras, Rizal",2,1,44,1640000.0
8213,"San Pablo, Laguna",3,2,66,5410000.0
8214,"San Pablo, Laguna",2,2,53,4770000.0
8215,"Mariveles, Bataan",0,1,22,560000.0
8216,"Puerto Princesa, Palawan",3,2,66,5770000.0
8217,"San Pablo, Laguna",2,1,46,4070000.0000000005
8218,"Bacoor, Cavite",4,3,142,18300000.0
8219,"Fairview, Quezon City / QC, Metro Manila",3,3,90,5000000.0
8220,"Numancia, Aklan",3,2,66,4830000.0
8221,"Bacoor, Cavite",3,2,68,5560000.0
8222,"Parañaque, Metro Manila",5,4,400,49000000.0
8223,"Imus, Cavite",3,2,85,8650000.0
8224,"Ivisan, Capiz",2,1,22,1690000.0
8225,"Angeles, Pampanga",5,4,245,21500000.0
8226,"Baliuag, Bulacan",2,1,40,2110000.0
8227,"Oton, Iloilo",3,1,42,2200000.0
8228,"Calamba, Laguna",2,1,36,1900000.0
8229,"Ormoc, Leyte",3,1,45,2000000.0
8230,"Mariveles, Bataan",0,1,22,540000.0
8231,"Bay, Laguna",2,2,46,4099999.9999999995
8232,"Mariveles, Bataan",0,1,22,540000.0
8233,"Bay, Laguna",2,2,46,4099999.9999999995
8234,"Plaridel, Bulacan",2,2,88,5180000.0
8235,"General Santos (Dadiangas), South Cotabato",2,1,36,3170000.0
8236,"Lipa, Batangas",3,1,161,4200000.0
8237,"Oton, Iloilo",3,1,42,2200000.0
8238,"Paracale, Camarines Norte",3,2,120,5200000.0
8239,"General Trias, Cavite",4,2,70,3000000.0
8240,"Butuan, Agusan del Norte",3,1,42,1620000.0
8241,"Cagayan de Oro, Misamis Oriental",2,1,44,1830000.0
8242,"Antipolo, Rizal",4,3,85,8730000.0
8243,"Gapan, Nueva Ecija",3,2,66,5480000.0
8244,"Las Piñas, Metro Manila",3,3,163,9800000.0
8245,"Baliuag, Bulacan",2,2,40,2009999.9999999998
8246,"Lipa, Batangas",2,1,44,1580000.0
8247,"Dumaguete, Negros Oriental",3,1,46,3490000.0
8248,"Alaminos, Laguna",3,1,45,2000000.0
8249,"Calbayog, Samar",2,1,44,1640000.0
8250,"General Santos (Dadiangas), South Cotabato",2,2,53,4430000.0
8251,"Balayan, Batangas",2,1,44,1580000.0
8252,"Las Piñas, Metro Manila",4,3,99,6700000.0
8253,"Binangonan, Rizal",2,1,40,2860000.0
8254,"Trece Martires, Cavite",3,2,90,4930000.0
8255,"Malvar, Batangas",3,2,78,4160000.0
8256,"Antipolo, Rizal",3,2,89,4800000.0
8257,"Subic, Zambales",5,3,142,9970000.0
8258,"Las Piñas, Metro Manila",2,2,54,3500000.0
8259,"Digos, Davao del Sur",2,1,36,1870000.0
8260,"Quezon City / QC, Metro Manila",5,5,500,26000000.0
8261,"Caloocan, Metro Manila",2,1,40,2110000.0
8262,"Iriga, Camarines Sur",2,1,36,1870000.0
8263,"Parañaque, Metro Manila",3,3,150,12000000.0
8264,"Digos, Davao del Sur",2,1,44,1580000.0
8265,"Bayugan, Agusan del Sur",3,1,42,1620000.0
8266,"Butuan, Agusan del Norte",2,1,36,1570000.0
8267,"Tanza, Cavite",4,2,125,7200000.0
8268,"Tagum, Davao del Norte",3,1,36,1270000.0
8269,"Butuan, Agusan del Norte",3,1,42,1620000.0
8270,"Oton, Iloilo",5,3,142,8710000.0
8271,"Baras, Rizal",2,1,36,1900000.0
8272,"San Fernando, Pampanga",3,3,120,5600000.0
8273,"Oton, Iloilo",4,3,85,6580000.0
8274,"Antipolo, Rizal",3,2,53,5200000.0
8275,"Manila, Metro Manila",5,5,210,17000000.0
8276,"Minalin, Pampanga",3,1,55,2600000.0
8277,"Antipolo, Rizal",3,3,73,5000000.0
8278,"General Santos (Dadiangas), South Cotabato",2,1,36,1900000.0
8279,"Ormoc, Leyte",3,1,45,2000000.0
8280,"Ormoc, Leyte",2,1,36,1830000.0
8281,"Bulakan, Bulacan",2,1,36,2150000.0
8282,"Bacoor, Cavite",2,1,40,4230000.0
8283,"Kidapawan, Cotabato",2,1,81,1870000.0
8284,"Angeles, Pampanga",3,3,144,5560000.0
8285,"Subic, Zambales",5,3,142,9970000.0
8286,"Cubao, Quezon City / QC, Metro Manila",3,3,135,15000000.0
8287,"Manila, Metro Manila",3,3,133,11800000.0
8288,"Urdaneta, Pangasinan",4,3,88,3730000.0
8289,"San Fernando, Pampanga",2,1,40,1900000.0
8290,"Taytay, Rizal",0,2,62,5480000.0
8291,"Binangonan, Rizal",3,2,96,6410000.0
8292,"Angeles, Pampanga",3,2,120,5600000.0
8293,"Antipolo, Rizal",3,2,80,4190000.0000000005
8294,"Quezon City / QC, Metro Manila",3,3,305,29000000.0
8295,"Imus, Cavite",3,2,60,2300000.0
8296,"Bacolod, Negros Occidental",5,3,142,7800000.0
8297,"Bacolod, Negros Occidental",2,1,50,3160000.0
8298,"Bacolod, Negros Occidental",2,2,53,4540000.0
8299,"Oton, Iloilo",2,1,36,2480000.0
8300,"San Juan, Batangas",3,2,72,5400000.0
8301,"San Juan, Batangas",2,1,46,4620000.0
8302,"San Juan, Batangas",4,2,72,7300000.0
8303,"Batangas City, Batangas",3,2,44,1800000.0
8304,"San Juan, Batangas",4,2,72,7300000.0
8305,"San Juan, Batangas",2,1,46,4620000.0
8306,"Batangas City, Batangas",3,2,44,1800000.0
8307,"Bacoor, Cavite",5,2,84,5300000.0
8308,"Silang, Cavite",4,3,136,8470000.0
8309,"Dasmariñas, Cavite",2,2,50,1500000.0
8310,"Tangub, Misamis Occidental",2,2,46,3280000.0
8311,"Bacolod, Negros Occidental",2,1,40,2840000.0
8312,"San Pablo, Laguna",3,1,45,2100000.0
8313,"Cauayan, Isabela",2,1,22,1260000.0
8314,"Bacolod, Negros Occidental",2,1,45,2750000.0
8315,"Silang, Cavite",5,3,179,9790000.0
8316,"Quezon City / QC, Metro Manila",3,2,130,7000000.0
8317,"Angeles, Pampanga",2,1,36,1870000.0
8318,"Lipa, Batangas",3,1,46,1020000.0
8319,"Tagaytay, Cavite",4,2,400,25000000.0
8320,"Quezon City / QC, Metro Manila",3,3,300,24000000.0
8321,"Lipa, Batangas",3,3,93,3930000.0
8322,"Bauan, Batangas",3,1,42,2020000.0
8323,"Angeles, Pampanga",4,4,350,32000000.0
8324,"Santa Rosa, Laguna",3,3,142,18300000.0
8325,"San Juan, Metro Manila",5,4,475,41000000.0
8326,"Fairview, Quezon City / QC, Metro Manila",3,3,146,8880000.0
8327,"Santa Maria, Bulacan",4,3,83,5870000.0
8328,"Cauayan, Isabela",2,1,36,1850000.0
8329,"Trece Martires, Cavite",2,1,44,1930000.0
8330,"Iloilo City, Iloilo",2,1,22,590000.0
8331,"Mexico, Pampanga",2,1,46,1010000.0
8332,"Angeles, Pampanga",4,3,167,5790000.0
8333,"Quezon City / QC, Metro Manila",4,4,390,38000000.0
8334,"Calamba, Laguna",2,1,45,3070000.0
8335,"Lipa, Batangas",3,2,93,4570000.0
8336,"Parañaque, Metro Manila",5,4,521,26000000.0
8337,"Alabang, Muntinlupa, Metro Manila",3,2,85,5200000.0
8338,"Muntinlupa, Metro Manila",3,3,93,5500000.0
8339,"Cauayan, Isabela",2,1,35,1770000.0
8340,"Lucena, Quezon",3,1,180,5500000.0
8341,"Angeles, Pampanga",2,1,46,945120.0
8342,"Baliuag, Bulacan",3,1,42,1850000.0
8343,"Bacolod, Negros Occidental",3,1,42,1920000.0
8344,"Tagum, Davao del Norte",2,1,44,500000.0
8345,"Silang, Cavite",4,3,178,11000000.0
8346,"Alabang, Muntinlupa, Metro Manila",4,4,505,67000000.0
8347,"Mariveles, Bataan",0,1,22,585000.0
8348,"Pagadian, Zamboanga del Sur",3,1,42,1880000.0
8349,"Lipa, Batangas",3,1,45,2230000.0
8350,"Parañaque, Metro Manila",5,5,700,47000000.0
8351,"Butuan, Agusan del Norte",5,3,166,8900000.0
8352,"Angeles, Pampanga",4,3,189,6510000.0
8353,"Butuan, Agusan del Norte",5,3,166,8900000.0
8354,"Calamba, Laguna",2,1,45,3070000.0
8355,"Bacolod, Negros Occidental",3,1,42,1740000.0
8356,"San Fernando, Pampanga",3,2,96,4300000.0
8357,"Tagum, Davao del Norte",3,1,42,1980000.0
8358,"Cagayan de Oro, Misamis Oriental",3,2,63,5970000.0
8359,"Trece Martires, Cavite",2,1,40,4670000.0
8360,"Novaliches, Quezon City / QC, Metro Manila",4,3,266,6000000.0
8361,"San Pablo, Laguna",2,2,53,4690000.0
8362,"Bay, Laguna",2,1,40,4980000.0
8363,"Trece Martires, Cavite",4,3,90,7160000.0
8364,"Cainta, Rizal",5,5,800,35000000.0
8365,"Pililla, Rizal",2,1,100,950000.0
8366,"Quezon City / QC, Metro Manila",4,3,112,8500000.0
8367,"Imus, Cavite",3,2,50,2400000.0
8368,"Palo, Leyte",2,1,22,1760000.0
8369,"San Pablo, Laguna",2,1,40,2760000.0
8370,"Quezon City / QC, Metro Manila",3,3,100,1400000.0
8371,"Bacoor, Cavite",3,2,74,6670000.0
8372,"Manolo Fortich, Bukidnon",2,1,44,1900000.0
8373,"Trece Martires, Cavite",2,1,46,4160000.0
8374,"San Fernando, Pampanga",4,3,132,5900000.0
8375,"Mandaluyong, Metro Manila",3,2,96,6500000.0
8376,"San Fernando, Pampanga",4,3,132,5900000.0
8377,"Mandaluyong, Metro Manila",3,2,96,6500000.0
8378,"Cagayan de Oro, Misamis Oriental",3,2,63,5970000.0
8379,"Bay, Laguna",2,1,36,2520000.0
8380,"Antipolo, Rizal",3,3,120,6280000.0
8381,"Palo, Leyte",2,1,35,2320000.0
8382,"Numancia, Aklan",3,2,66,4830000.0
8383,"San Pablo, Laguna",2,1,36,2120000.0
8384,"Trece Martires, Cavite",2,1,40,4670000.0
8385,"Lipa, Batangas",3,1,45,2000000.0
8386,"San Pablo, Laguna",2,2,53,4690000.0
8387,"Santo Tomas, Batangas",2,1,36,1840000.0
8388,"Clark, Mabalacat, Pampanga",3,2,70,2000000.0
8389,"Trece Martires, Cavite",2,1,40,2300000.0
8390,"Mabalacat, Pampanga",3,3,90,2600000.0
8391,"Taguig, Metro Manila",3,3,300,32000000.0
8392,"Quezon City / QC, Metro Manila",7,6,500,60000000.0
8393,"Silang, Cavite",3,2,66,5410000.0
8394,"Silang, Cavite",5,3,166,10900000.0
8395,"Iriga, Camarines Sur",2,1,44,1580000.0
8396,"Trece Martires, Cavite",2,1,46,4160000.0
8397,"Lipa, Batangas",2,1,53,1770000.0
8398,"Balanga, Bataan",3,1,42,2020000.0
8399,"Cauayan, Isabela",0,1,22,1200000.0
8400,"Quezon City / QC, Metro Manila",3,4,216,15100000.0
8401,"Trece Martires, Cavite",3,2,65,5230000.0
8402,"Puerto Princesa, Palawan",2,1,46,4750000.0
8403,"Puerto Princesa, Palawan",2,1,46,4860000.0
8404,"Lipa, Batangas",3,1,45,2000000.0
8405,"San Fernando, Pampanga",12,19,1588,120000000.0
8406,"Alfonso, Cavite",2,1,46,4740000.0
8407,"Silang, Cavite",2,2,53,3300000.0
8408,"Angeles, Pampanga",3,2,86,3300000.0
8409,"Lipa, Batangas",3,3,90,6170000.0
8410,"Tarlac City, Tarlac",2,1,30,1740000.0
8411,"Santo Tomas, Batangas",2,1,40,1650000.0
8412,"Consolacion, Cebu",3,3,75,2800000.0
8413,"Dasmariñas, Cavite",3,1,54,2040000.0
8414,"Cavite Economic Zone, General Trias, Cavite",5,3,132,9020000.0
8415,"Mexico, Pampanga",3,1,70,2100000.0
8416,"Balayan, Batangas",3,1,45,2000000.0
8417,"Calamba, Laguna",2,1,44,1640000.0
8418,"Imus, Cavite",4,3,110,5730000.0
8419,"Las Piñas, Metro Manila",5,6,720,85000000.0
8420,"Cagayan de Oro, Misamis Oriental",2,1,40,2800000.0
8421,"Digos, Davao del Sur",2,1,36,1870000.0
8422,"Cagayan de Oro, Misamis Oriental",5,3,166,12800000.0
8423,"Las Piñas, Metro Manila",3,2,99,6350000.0
8424,"Silang, Cavite",4,4,174,9960000.0
8425,"Digos, Davao del Sur",2,1,36,1870000.0
8426,"Batangas City, Batangas",3,2,75,4200000.0
8427,"Fairview, Quezon City / QC, Metro Manila",3,3,146,6800000.0
8428,"Quezon City / QC, Metro Manila",4,3,139,13500000.0
8429,"Mandaluyong, Metro Manila",4,4,253,29400000.0
8430,"Calbayog, Samar",2,1,36,1900000.0
8431,"Manolo Fortich, Bukidnon",2,1,36,2000000.0
8432,"Padre Garcia, Batangas",5,4,132,8210000.000000001
8433,"Lipa, Batangas",4,3,88,3500000.0
8434,"Lipa, Batangas",3,2,101,4000000.0
8435,"Norzagaray, Bulacan",2,1,36,2089999.9999999998
8436,"Parañaque, Metro Manila",3,3,110,7500000.0
8437,"Mactan, Lapu-Lapu, Cebu",2,1,46,2300000.0
8438,"Antipolo, Rizal",4,3,90,7870000.0
8439,"Malolos, Bulacan",2,1,42,1950000.0
8440,"Nasugbu, Batangas",2,1,44,1620000.0
8441,"San Jose del Monte, Bulacan",2,2,44,3990000.0
8442,"San Vicente, Camarines Norte",3,1,42,1540000.0
8443,"Bacolod, Negros Occidental",5,3,142,7110000.0
8444,"Malolos, Bulacan",2,1,46,2510000.0
8445,"Baras, Rizal",2,1,44,1520000.0
8446,"Koronadal, South Cotabato",2,1,40,2210000.0
8447,"Cabanatuan, Nueva Ecija",5,3,166,7680000.0
8448,"Malolos, Bulacan",2,1,36,2150000.0
8449,"Gapan, Nueva Ecija",2,1,46,2170000.0
8450,"Santa Cruz, Laguna",2,1,44,1430000.0
8451,"Tagum, Davao del Norte",2,1,44,1470000.0
8452,"Malvar, Batangas",2,1,36,1750000.0
8453,"General Trias, Cavite",2,1,36,1680000.0
8454,"Tanza, Cavite",3,1,53,1930000.0
8455,"Las Piñas, Metro Manila",4,4,292,49100000.0
8456,"Tanza, Cavite",5,3,166,8230000.0
8457,"Cabanatuan, Nueva Ecija",4,3,85,5820000.0
8458,"San Jose del Monte, Bulacan",2,1,40,2120000.0
8459,"Santa Maria, Bulacan",4,3,83,7510000.0
8460,"Muntinlupa, Metro Manila",9,9,128,4000000.0
8461,"Hermosa, Bataan",3,1,56,1800000.0
8462,"Santa Rosa, Laguna",4,3,142,18300000.0
8463,"Quezon City / QC, Metro Manila",4,4,180,6700000.0
8464,"Mactan, Lapu-Lapu, Cebu",2,1,46,2300000.0
8465,"Teresa, Rizal",2,1,37,1850000.0
8466,"Norzagaray, Bulacan",2,1,36,2089999.9999999998
8467,"Angeles, Pampanga",3,4,300,35000000.0
8468,"San Fernando, Pampanga",2,1,77,1500000.0
8469,"Parañaque, Metro Manila",5,5,500,40000000.0
8470,"Cainta, Rizal",6,7,350,23000000.0
8471,"Pasig, Metro Manila",3,2,150,10000000.0
8472,"San Fernando, Pampanga",2,1,77,1500000.0
8473,"Cainta, Rizal",6,7,350,23000000.0
8474,"Pasig, Metro Manila",3,2,150,10000000.0
8475,"Parañaque, Metro Manila",5,5,500,40000000.0
8476,"Dasmariñas, Cavite",3,2,78,5000000.0
8477,"Lipa, Batangas",3,2,75,5740000.0
8478,"Cabuyao, Laguna",2,1,55,2400000.0
8479,"Parañaque, Metro Manila",4,4,450,50000000.0
8480,"Malvar, Batangas",2,1,36,2350000.0
8481,"Fairview, Quezon City / QC, Metro Manila",3,2,141,7000000.0
8482,"Batangas City, Batangas",3,2,65,6960000.0
8483,"Santo Tomas, Batangas",4,3,85,5720000.0
8484,"Antipolo, Rizal",4,3,92,9950000.0
8485,"Dasmariñas, Cavite",2,1,42,3150000.0
8486,"Subic, Zambales",5,3,320,13500000.0
8487,"General Trias, Cavite",3,2,55,2900000.0
8488,"San Pablo, Laguna",2,1,46,2970000.0
8489,"Manolo Fortich, Bukidnon",2,1,54,1870000.0
8490,"Amadeo, Cavite",8,5,450,29500000.0
8491,"Porac, Pampanga",3,2,52,6420000.0
8492,"Santiago, Isabela",4,3,83,7270000.0
8493,"Alaminos, Laguna",4,3,142,6010000.0
8494,"Antipolo, Rizal",2,1,88,7000000.0
8495,"Lipa, Batangas",3,2,90,4870000.0
8496,"Santo Tomas, Batangas",5,3,100,6460000.0
8497,"Dasmariñas, Cavite",2,2,42,2770000.0
8498,"Santo Tomas, Batangas",3,2,66,4960000.0
8499,"Santo Tomas, Batangas",2,2,53,4350000.0
8500,"Malvar, Batangas",2,1,36,2350000.0
8501,"Batangas City, Batangas",3,2,65,6960000.0
8502,"Binangonan, Rizal",2,1,40,2860000.0
8503,"Amadeo, Cavite",8,5,450,29500000.0
8504,"Bacolod, Negros Occidental",3,1,53,2060000.0
8505,"San Juan, Metro Manila",4,4,401,42200000.0
8506,"Manila, Metro Manila",4,4,392,53000000.0
8507,"Tanauan, Batangas",3,1,44,1800000.0
8508,"Dasmariñas, Cavite",3,1,146,4970000.0
8509,"Oton, Iloilo",3,1,42,2290000.0
8510,"Santiago, Isabela",4,3,83,7270000.0
8511,"Las Piñas, Metro Manila",3,3,104,6500000.0
8512,"Tuguegarao, Cagayan",5,3,100,7610000.0
8513,"Cauayan, Isabela",2,2,53,4830000.0
8514,"Dumaguete, Negros Oriental",3,1,42,1670000.0
8515,"San Pablo, Laguna",2,1,44,983000.0
8516,"Bacoor, Cavite",5,3,166,22200000.0
8517,"General Trias, Cavite",4,2,124,4580000.0
8518,"Santa Rosa, Laguna",3,3,211,22500000.0
8519,"Tuguegarao, Cagayan",2,2,53,5410000.0
8520,"Cauayan, Isabela",3,1,42,1850000.0
8521,"General Trias, Cavite",4,2,124,4580000.0
8522,"Santa Rosa, Laguna",3,3,211,22500000.0
8523,"Tuguegarao, Cagayan",2,2,53,5410000.0
8524,"Tuguegarao, Cagayan",2,1,36,2340000.0
8525,"Magalang, Pampanga",3,2,54,2670000.0
8526,"Lipa, Batangas",2,1,31,4600000.0
8527,"Santiago, Isabela",2,1,40,4080000.0
8528,"Bacoor, Cavite",2,2,53,11800000.0
8529,"Quezon City / QC, Metro Manila",4,4,195,25000000.0
8530,"Antipolo, Rizal",3,2,93,7110000.0
8531,"Cauayan, Isabela",2,1,40,4310000.0
8532,"Cauayan, Isabela",0,1,22,1200000.0
8533,"Cauayan, Isabela",2,1,35,1660000.0
8534,"Pandi, Bulacan",2,1,44,1270000.0
8535,"Santiago, Isabela",2,1,40,2980000.0
