,Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,HoursWorkedPerWeek,EmploymentSector,SalaryUSD
5802,United States,Microsoft SQL Server,22,Full time employee,DBA,45,Private business,102900.0
5803,United Kingdom,Microsoft SQL Server,22,Full time employee,Data Scientist,35,Private business,106000.0
5804,United States,Microsoft SQL Server,5,Full time employee,DBA,40,Private business,80000.0
5805,United States,Microsoft SQL Server,17,Full time employee,Developer,50,Private business,66000.0
5806,United States,Microsoft SQL Server,20,Full time employee,Other,45,Private business,96000.0
5807,United States,Microsoft SQL Server,20,Full time employee,DBA,45,Private business,130000.0
5808,United States,Microsoft SQL Server,20,Full time employee,Data Scientist,40,Private business,132000.0
5809,United States,Microsoft SQL Server,20,Full time employee,Developer,43,Government,116000.0
5810,United States,Microsoft SQL Server,20,Full time employee,Manager,55,Private business,198000.0
5811,United States,Microsoft SQL Server,5,Full time employee,Developer,50,Private business,50000.0
5812,United States,Microsoft SQL Server,19,Full time employee,Engineer,45,Private business,108000.0
5813,United Kingdom,Microsoft SQL Server,10,Full time employee,Developer,37,Private business,69000.0
5814,United Kingdom,Microsoft SQL Server,6,Full time employee,DBA,37,Private business,77000.0
5815,United States,Microsoft SQL Server,16,Full time employee,Developer,40,Non-profit,96000.0
5816,United States,Microsoft SQL Server,2,Full time employee,DBA,45,Government,65000.0
5817,United States,Microsoft SQL Server,15,Full time employee,Analyst,40,Non-profit,72000.0
5818,United States,Microsoft SQL Server,10,Full time employee,Developer,45,Private business,154000.0
5819,United States,Microsoft SQL Server,12,Full time employee,Analyst,40,Government,100000.0
5820,United States,Microsoft SQL Server,19,Full time employee,Manager,42,Private business,100000.0
5821,United States,Microsoft SQL Server,15,Full time employee,Analyst,40,Government,61000.0
5822,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Education,50000.0
5823,United States,Microsoft SQL Server,7,Full time employee,Architect,60,Private business,130000.0
5824,United States,Microsoft SQL Server,12,Full time employee,Developer,38,Private business,135000.0
5825,United States,Microsoft SQL Server,10,Full time employee,Analyst,42,Private business,85000.0
5826,United States,Microsoft SQL Server,14,Full time employee,Manager,40,Education,58000.0
5827,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,110000.0
5828,United States,Microsoft SQL Server,15,Full time employee,Developer,45,Private business,95000.0
5829,United Kingdom,Microsoft SQL Server,12,Full time employee,DBA,40,Government,50000.0
5830,El Salvador,Microsoft SQL Server,8,Full time employee,DBA,48,Private business,33000.0
5831,United States,Microsoft SQL Server,5,Full time employee,DBA,40,Private business,80000.0
5832,United States,Microsoft SQL Server,21,Full time employee,Developer,35,Private business,102000.0
5833,United States,Microsoft SQL Server,5,Full time employee,Architect,50,Non-profit,76000.0
5834,United States,Microsoft SQL Server,18,Full time employee,Developer,40,Government,101000.0
5835,United States,Microsoft SQL Server,19,Full time employee,DBA,45,Private business,130000.0
5836,United States,Microsoft SQL Server,5,Full time employee,DBA,40,Government,101900.0
5837,United States,Microsoft SQL Server,17,Full time employee,Other,44,Government,99000.0
5838,Canada,Microsoft SQL Server,16,Full time employee,Developer,40,Private business,57000.0
5839,United States,Microsoft SQL Server,15,Full time employee,DBA,50,Private business,130000.0
5840,United States,Microsoft SQL Server,12,Full time employee,Developer,40,Private business,105800.0
5841,United States,Oracle,6,Full time employee,Architect,42,Government,85000.0
5842,United States,Microsoft SQL Server,19,Full time employee,Developer,50,Private business,142000.0
5843,Canada,Microsoft SQL Server,10,Full time employee,Developer,40,Private business,56000.0
5844,United States,Microsoft SQL Server,6,Full time employee,Developer,40,Private business,87000.0
5845,United States,Microsoft SQL Server,4,Full time employee,Developer,40,Private business,93000.0
5846,United States,Microsoft SQL Server,15,Full time employee,Developer,40,Government,79280.0
5847,Germany,Microsoft SQL Server,4,Full time employee,Developer,40,Private business,65000.0
5848,United States,Microsoft SQL Server,10,Full time employee,Developer,40,Private business,115000.0
5849,United States,Microsoft SQL Server,22,Full time employee,Architect,42,Private business,175000.0
5850,United States,Microsoft SQL Server,13,Full time employee,Developer,40,Private business,69000.0
5851,United States,Microsoft SQL Server,6,Full time employee,Developer,40,Private business,79000.0
5852,United States,Microsoft SQL Server,12,Full time employee,Manager,40,Education,85000.0
5853,United States,Microsoft SQL Server,9,Full time employee,Developer,40,Education,73000.0
5854,United States,Microsoft SQL Server,18,Full time employee,DBA,40,Private business,110000.0
5855,United States,Microsoft SQL Server,21,Part time,Developer,12,Private business,75000.0
5856,United States,Microsoft SQL Server,10,Full time employee,Developer,35,Non-profit,88000.0
5857,United States,Microsoft SQL Server,15,Others,DBA,40,Private business,140000.0
5858,United States,Microsoft SQL Server,14,Full time employee,Architect,40,Private business,137000.0
5859,United States,Microsoft SQL Server,20,Full time employee,Analyst,40,Private business,62400.0
5860,United States,Microsoft SQL Server,18,Full time employee,Architect,40,Private business,122000.0
5861,United States,Microsoft SQL Server,19,Full time employee,DBA,45,Private business,115000.0
5862,United States,Oracle,22,Full time employee,DBA,60,Private business,142600.0
5863,United States,Microsoft SQL Server,12,Full time employee,Analyst,40,Private business,117000.0
5864,United States,Microsoft SQL Server,10,Full time employee,DBA,45,Private business,136000.0
5865,Canada,Azure SQL DB,1,Others,Developer,40,Non-profit,130000.0
5866,United States,Microsoft SQL Server,4,Full time employee,DBA,40,Private business,79000.0
5867,United States,Microsoft SQL Server,18,Full time employee,Architect,42,Private business,151400.0
5868,United Kingdom,Microsoft SQL Server,6,Full time employee,Manager,50,Private business,107000.0
5869,United States,Microsoft SQL Server,8,Full time employee,DBA,50,Private business,115000.0
5870,United States,Microsoft SQL Server,24,Full time employee,Manager,45,Private business,135000.0
5871,United States,Microsoft SQL Server,12,Full time employee,Developer,44,Private business,62000.0
5872,United States,Microsoft SQL Server,5,Full time employee,DBA,50,Private business,117000.0
5873,United States,Microsoft SQL Server,20,Full time employee,DBA,45,Non-profit,95000.0
5874,United States,Microsoft SQL Server,21,Full time employee,Developer,45,Private business,65543.0
5875,United States,Microsoft SQL Server,15,Full time employee,Architect,28,Private business,65000.0
5876,United States,Microsoft SQL Server,9,Full time employee,Developer,45,Private business,88000.0
5877,United States,Microsoft SQL Server,10,Full time employee,Manager,45,Private business,103000.0
5878,United States,Microsoft SQL Server,10,Full time employee,Architect,45,Private business,94000.0
5879,United States,Microsoft SQL Server,4,Full time employee,DBA,40,Private business,69875.0
5880,United States,Microsoft SQL Server,7,Full time employee,Developer,45,Private business,82000.0
5881,United States,Microsoft Access,10,Full time employee,Developer,42,Non-profit,77000.0
5882,United States,Microsoft SQL Server,8,Full time employee,DBA,45,Education,65000.0
5883,United States,Microsoft SQL Server,15,Full time employee,DBA,45,Government,104000.0
5884,United States,Microsoft SQL Server,13,Full time employee,Manager,42,Private business,110000.0
5885,United States,Microsoft SQL Server,1,Full time employee,DBA,55,Private business,46350.0
5886,United States,Microsoft SQL Server,4,Full time employee,DBA,40,Education,67000.0
5887,United States,Microsoft SQL Server,1,Full time employee,DBA,50,Government,46000.0
5888,United States,Microsoft SQL Server,17,Full time employee,Analyst,40,Education,80000.0
5889,United States,Amazon RDS,11,Full time employee,DBA,42,Private business,68000.0
5890,United States,Microsoft SQL Server,10,Full time employee,Manager,45,Private business,134000.0
5891,Australia,Microsoft SQL Server,12,Full time employee,DBA,50,Private business,88500.0
5892,United States,Microsoft SQL Server,20,Full time employee,DBA,40,Private business,112840.0
5893,United States,Microsoft SQL Server,17,Full time employee,Developer,45,Private business,110000.0
5894,United States,Microsoft SQL Server,7,Full time employee,Developer,45,Private business,95000.0
5895,United States,Microsoft SQL Server,8,Full time employee,DBA,45,Private business,97000.0
5896,United States,Microsoft SQL Server,12,Full time employee,DBA,45,Non-profit,122000.0
5897,United States,Microsoft SQL Server,3,Full time employee,Analyst,40,Private business,45000.0
5898,India,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,25500.0
5899,United States,Microsoft SQL Server,6,Full time employee,DBA,40,Private business,85000.0
5900,Australia,Microsoft Access,14,Full time employee,Analyst,38,Private business,98000.0
5901,United States,Microsoft SQL Server,9,Full time employee,Manager,40,Government,98000.0
5902,Australia,Microsoft SQL Server,0,Full time employee,DBA,38,Private business,70000.0
5903,United States,Microsoft SQL Server,15,Full time employee,DBA,60,Private business,159056.0
5904,Canada,Microsoft SQL Server,4,Full time employee,DBA,35,Government,48000.0
5905,United States,Oracle,28,Full time employee,DBA,50,Private business,205000.0
5906,Australia,Microsoft SQL Server,18,Full time employee,DBA,40,Private business,88000.0
5907,India,Microsoft SQL Server,6,Full time employee,DBA,45,Private business,18000.0
5908,India,Oracle,15,Full time employee,DBA,8,Private business,31818.0
5909,United States,Microsoft SQL Server,11,Full time employee,Analyst,40,Private business,125000.0
5910,United States,Microsoft SQL Server,30,Full time employee,Developer,40,Private business,119831.0
5911,United States,Other,3,Full time employee,Developer,37,Government,74000.0
5912,United States,Microsoft SQL Server,25,Full time employee,DBA,48,Education,110000.0
5913,United States,Microsoft SQL Server,15,Full time employee,Engineer,48,Private business,81645.0
5914,Sweden,Microsoft SQL Server,10,Full time employee,Developer,40,Private business,63000.0
5915,United States,PostgreSQL,12,Full time employee,DBA,50,Non-profit,109200.0
5916,Romania,Microsoft SQL Server,7,Full time employee,DBA,45,Private business,28000.0
5917,United Kingdom,Microsoft SQL Server,15,Full time employee,DBA,35,Private business,67282.0
5918,Netherlands,Microsoft SQL Server,19,Full time employee,DBA,40,Private business,66500.0
5919,South Africa,Microsoft SQL Server,22,Full time employee,Developer,40,Private business,120000.0
5920,United Kingdom,Microsoft SQL Server,15,Full time employee,DBA,38,Non-profit,45000.0
5921,Jersey,Microsoft SQL Server,10,Full time employee,Analyst,35,Private business,70000.0
5922,France,Microsoft SQL Server,10,Full time employee,DBA,39,Private business,70000.0
5923,Canada,Microsoft SQL Server,3,Full time employee,Developer,40,Private business,66750.0
5924,United States,Microsoft SQL Server,15,Full time employee,DBA,42,Private business,105000.0
5925,United Kingdom,Microsoft SQL Server,3,Full time employee,Analyst,38,Private business,40000.0
5926,United Kingdom,Microsoft SQL Server,6,Full time employee,DBA,38,Private business,63800.0
5927,Sweden,Microsoft SQL Server,17,Full time employee,DBA,42,Private business,83000.0
5928,India,Microsoft SQL Server,9,Full time employee,DBA,93,Private business,20476.0
5929,United Kingdom,Microsoft SQL Server,10,Full time employee,DBA,35,Non-profit,67000.0
5930,Germany,Microsoft SQL Server,10,Full time employee,Architect,40,Private business,93573.0
5931,United States,Microsoft SQL Server,4,Full time employee,DBA,50,Private business,82000.0
5932,United States,Microsoft SQL Server,12,Full time employee,DBA,45,Non-profit,101000.0
5933,United States,Microsoft SQL Server,1,Full time employee,Data Scientist,40,Private business,45000.0
5934,United States,Microsoft SQL Server,16,Full time employee,Analyst,40,Education,55000.0
5935,United States,Microsoft SQL Server,8,Full time employee,Developer,40,Private business,86000.0
5936,United States,Microsoft SQL Server,4,Full time employee,DBA,43,Private business,102000.0
5937,United Kingdom,Microsoft SQL Server,4,Full time employee,DBA,37,Government,47000.0
5938,United States,Microsoft SQL Server,25,Full time employee,DBA,45,Private business,127000.0
5939,Israel,Microsoft SQL Server,5,Full time employee,Manager,200,Private business,120000.0
5940,United States,Microsoft SQL Server,15,Full time employee,Analyst,40,Non-profit,90000.0
5941,United States,Microsoft SQL Server,8,Others,Architect,40,Private business,200000.0
5942,United States,Oracle,20,Full time employee,DBA,37,Education,92000.0
5943,United States,Other,9,Others,Engineer,40,Private business,110240.0
5944,United States,Microsoft SQL Server,18,Full time employee,Developer,40,Private business,124500.0
5945,United States,Microsoft SQL Server,8,Full time employee,Developer,38,Private business,53000.0
5946,United States,Microsoft SQL Server,12,Full time employee,Architect,50,Private business,120000.0
5947,United States,Microsoft SQL Server,10,Full time employee,DBA,45,Private business,150000.0
5948,United States,Microsoft SQL Server,4,Full time employee,DBA,40,Private business,105000.0
5949,United States,Teradata,2,Full time employee,Analyst,40,Private business,95000.0
5950,United States,Oracle,20,Full time employee,DBA,45,Private business,125000.0
5951,United States,Oracle,6,Full time employee,Analyst,40,Government,75000.0
5952,United States,Microsoft SQL Server,14,Others,Developer,40,Private business,165000.0
5953,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,113000.0
5954,United States,Microsoft SQL Server,6,Full time employee,DBA,40,Private business,150000.0
5955,United States,Microsoft SQL Server,12,Full time employee,Developer,50,Private business,124500.0
5956,United States,Microsoft SQL Server,9,Full time employee,DBA,40,Private business,78000.0
5957,United States,Microsoft SQL Server,6,Full time employee,Analyst,40,Non-profit,110000.0
5958,Australia,Microsoft SQL Server,15,Full time employee,DBA,55,Private business,90000.0
5959,United States,Microsoft SQL Server,15,Full time employee,DBA,40,Private business,137000.0
5960,United States,Microsoft SQL Server,10,Full time employee,DBA,65,Private business,95000.0
5961,Sweden,Microsoft SQL Server,1,Full time employee,DBA,40,Private business,55000.0
5962,Sweden,Microsoft SQL Server,15,Full time employee,DBA,40,Private business,69000.0
5963,United Kingdom,Microsoft SQL Server,17,Full time employee,DBA,40,Private business,55000.0
5964,Sweden,Microsoft SQL Server,9,Full time employee,DBA,40,Private business,66000.0
5965,Norway,Microsoft SQL Server,15,Full time employee,Developer,40,Private business,85000.0
5966,United Kingdom,Microsoft SQL Server,8,Full time employee,DBA,40,Private business,95000.0
5967,United States,Microsoft SQL Server,17,Full time employee,Developer,40,Private business,105000.0
5968,Germany,Microsoft SQL Server,2,Full time employee,DBA,40,Private business,50621.0
5969,United States,Microsoft SQL Server,13,Full time employee,Analyst,45,Private business,96000.0
5970,Romania,Microsoft SQL Server,6,Full time employee,DBA,50,Private business,36000.0
5971,United States,Microsoft SQL Server,5,Full time employee,Analyst,45,Private business,68000.0
5972,United Kingdom,Microsoft SQL Server,7,Full time employee,DBA,40,Private business,69086.0
5973,United States,Microsoft SQL Server,17,Full time employee,Developer,40,Government,70000.0
5974,United States,Microsoft SQL Server,15,Full time employee,DBA,45,Private business,112500.0
5975,Canada,Microsoft SQL Server,3,Full time employee,Developer,40,Government,47143.36
5976,United States,Microsoft SQL Server,20,Others,DBA,40,Private business,129000.0
5977,United Kingdom,Microsoft SQL Server,15,Full time employee,Developer,38,Private business,68000.0
5978,United States,Microsoft SQL Server,17,Full time employee,DBA,40,Private business,120000.0
5979,Canada,Microsoft SQL Server,18,Full time employee,DBA,37,Private business,79860.0
5980,United States,Microsoft SQL Server,2,Full time employee,Developer,40,Private business,60000.0
5981,Poland,Microsoft SQL Server,6,Full time employee,Developer,46,Private business,70000.0
5982,United States,Microsoft SQL Server,5,Full time employee,DBA,38,Government,87400.0
5983,United States,Microsoft SQL Server,7,Full time employee,Developer,40,Education,89000.0
5984,United States,Microsoft SQL Server,15,Full time employee,Data Scientist,50,Private business,160000.0
5985,United States,Microsoft SQL Server,8,Full time employee,DBA,46,Private business,135000.0
5986,United States,Microsoft SQL Server,20,Full time employee,DBA,55,Private business,105000.0
5987,United States,Microsoft SQL Server,17,Full time employee,DBA,40,Private business,86000.0
5988,United States,Microsoft SQL Server,9,Full time employee,Developer,45,Private business,135000.0
5989,Poland,Microsoft SQL Server,15,Full time employee,Manager,40,Private business,68000.0
5990,United States,Microsoft SQL Server,20,Full time employee,DBA,50,Private business,100000.0
5991,United States,Microsoft SQL Server,17,Full time employee,Developer,40,Private business,94000.0
5992,Australia,Microsoft SQL Server,10,Full time employee,DBA,40,Government,80000.0
5993,South Africa,Microsoft SQL Server,11,Full time employee,DBA,40,Private business,63000.0
5994,United States,Microsoft SQL Server,11,Full time employee,DBA,45,Private business,138000.0
5995,Belgium,Microsoft SQL Server,19,Full time employee,Developer,40,Private business,75080.0
5996,Germany,Microsoft SQL Server,7,Full time employee,DBA,37,Private business,93000.0
5997,United States,Microsoft SQL Server,10,Full time employee,DBA,42,Private business,103000.0
5998,United States,Microsoft SQL Server,25,Full time employee,DBA,45,Private business,93500.0
5999,United Kingdom,Microsoft SQL Server,7,Full time employee,DBA,37,Government,49000.0
6000,United States,Microsoft SQL Server,6,Full time employee,DBA,40,Education,55000.0
6001,Greece,Microsoft SQL Server,13,Full time employee,Manager,48,Private business,65000.0
6002,United States,Microsoft SQL Server,2,Full time employee,Developer,40,Education,56700.0
6003,Philippines,Microsoft SQL Server,1050,Full time employee,DBA,40,Private business,22244.0
6004,United States,Microsoft SQL Server,10,Full time employee,Manager,65,Private business,136000.0
6005,United States,Microsoft SQL Server,5,Full time employee,Manager,45,Private business,110000.0
6006,United States,Microsoft SQL Server,7,Full time employee,Developer,43,Government,85000.0
6007,United States,MySQL/MariaDB,8,Full time employee,Developer,45,Private business,160000.0
6008,France,Microsoft SQL Server,8,Full time employee,DBA,39,Private business,50000.0
6009,United States,Microsoft SQL Server,18,Full time employee,Developer,50,Private business,119000.0
6010,Greece,Microsoft SQL Server,13,Full time employee,Manager,45,Private business,65000.0
6011,United States,Microsoft SQL Server,15,Full time employee,Architect,40,Private business,128500.0
6012,United Kingdom,Microsoft SQL Server,4,Full time employee,DBA,38,Private business,52922.0
6013,United States,Microsoft SQL Server,18,Full time employee,DBA,44,Private business,110000.0
6014,United Kingdom,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,73000.0
6015,United States,Microsoft SQL Server,3,Full time employee,Developer,45,Private business,65000.0
6016,Sweden,Microsoft SQL Server,15,Full time employee,DBA,38,Private business,70000.0
6017,United States,Microsoft SQL Server,12,Full time employee,Architect,30,Private business,116500.0
6018,United Kingdom,Microsoft SQL Server,3,Others,Developer,37,Private business,67000.0
6019,United States,Microsoft SQL Server,18,Full time employee,DBA,40,Private business,124000.0
6020,Serbia and Montenegro,Oracle,12,Full time employee,DBA,40,Private business,33172.0
6021,United States,Microsoft SQL Server,14,Full time employee,DBA,45,Private business,115000.0
6022,United Kingdom,Microsoft SQL Server,18,Full time employee,Manager,35,Private business,115000.0
6023,United States,Microsoft SQL Server,20,Full time employee,DBA,40,Private business,122000.0
6024,Poland,Microsoft SQL Server,1,Others,Developer,45,Private business,45000.0
6025,Australia,Microsoft SQL Server,10,Full time employee,DBA,38,Private business,108000.0
6026,United States,Microsoft SQL Server,9,Full time employee,Manager,45,Non-profit,130000.0
6027,United States,Microsoft SQL Server,15,Full time employee,DBA,55,Private business,115000.0
6028,United States,Microsoft SQL Server,3,Full time employee,DBA,40,Private business,79000.0
6029,United States,Microsoft SQL Server,6,Full time employee,DBA,40,Private business,115000.0
6030,United States,Microsoft SQL Server,10,Full time employee,DBA,38,Government,85000.0
6031,Romania,Microsoft SQL Server,6,Full time employee,Developer,40,Private business,30000.0
6032,United Kingdom,Microsoft SQL Server,16,Full time employee,DBA,35,Non-profit,63000.0
6033,United States,Microsoft SQL Server,12,Full time employee,DBA,40,Private business,135000.0
6034,United States,Microsoft SQL Server,8,Full time employee,DBA,35,Private business,106000.0
6035,United States,Microsoft SQL Server,1,Full time employee,DBA,40,Private business,61000.0
6036,United States,Microsoft SQL Server,6,Full time employee,DBA,40,Private business,83000.0
6037,United States,Microsoft SQL Server,4,Full time employee,Developer,40,Private business,65000.0
6038,Switzerland,Microsoft SQL Server,4,Full time employee,DBA,42,Private business,104000.0
6039,United States,Microsoft SQL Server,18,Full time employee,Engineer,45,Private business,120000.0
6040,United States,Microsoft SQL Server,8,Full time employee,DBA,40,Education,100000.0
6041,Sweden,Microsoft SQL Server,16,Full time employee,DBA,40,Private business,75000.0
6042,Ireland,Microsoft SQL Server,3,Full time employee,DBA,45,Private business,54409.68
6043,Germany,Microsoft SQL Server,5,Full time employee,Developer,45,Private business,71000.0
6044,United States,Microsoft SQL Server,15,Full time employee,DBA,40,Private business,107000.0
6045,Spain,Microsoft SQL Server,7,Full time employee,DBA,40,Private business,35000.0
6046,United States,Microsoft SQL Server,8,Full time employee,Analyst,40,Education,85000.0
6047,United States,Microsoft SQL Server,2,Full time employee,DBA,50,Private business,90000.0
6048,United States,Microsoft SQL Server,12,Full time employee,DBA,40,Private business,99100.0
6049,United Kingdom,Microsoft SQL Server,1,Full time employee,DBA,40,Private business,20750.0
6050,United States,Microsoft SQL Server,23,Full time employee,Manager,50,Private business,260000.0
6051,United Kingdom,Microsoft SQL Server,11,Full time employee,DBA,40,Private business,70800.0
6052,United States,Microsoft SQL Server,4,Full time employee,DBA,60,Private business,85000.0
6053,United States,Microsoft SQL Server,4,Full time employee,DBA,50,Private business,105000.0
6054,United States,Microsoft SQL Server,20,Full time employee,Architect,50,Private business,167000.0
6055,United States,Microsoft SQL Server,10,Full time employee,DBA,50,Private business,108000.0
6056,United Kingdom,Microsoft SQL Server,11,Full time employee,DBA,38,Private business,82000.0
6057,Spain,Microsoft SQL Server,11,Full time employee,Analyst,38,Private business,38000.0
6058,United Kingdom,Microsoft SQL Server,10,Full time employee,Developer,48,Private business,70000.0
6059,United States,Oracle,5,Full time employee,DBA,40,Non-profit,82000.0
6060,United States,Microsoft SQL Server,16,Full time employee,Developer,40,Private business,118000.0
6061,Italy,Microsoft SQL Server,7,Full time employee,DBA,40,Private business,44000.0
6062,United States,Microsoft SQL Server,20,Full time employee,Developer,45,Education,72000.0
6063,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Non-profit,92000.0
6064,United States,Microsoft SQL Server,10,Full time employee,Manager,50,Private business,115000.0
6065,United States,Microsoft SQL Server,1,Full time employee,Developer,45,Private business,45000.0
6066,United States,Microsoft SQL Server,15,Full time employee,DBA,40,Non-profit,110000.0
6067,United States,Microsoft SQL Server,19,Others,Developer,50,Private business,240000.0
6068,United States,Microsoft SQL Server,20,Full time employee,Architect,50,Private business,130000.0
6069,United States,Microsoft SQL Server,5,Full time employee,Developer,40,Private business,105000.0
6070,United States,Microsoft SQL Server,22,Others,Developer,60,Private business,500000.0
6071,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Non-profit,97000.0
6072,United States,Microsoft SQL Server,11,Full time employee,DBA,50,Private business,97000.0
6073,United States,Microsoft SQL Server,18,Full time employee,DBA,45,Private business,110000.0
6074,United States,Microsoft SQL Server,20,Full time employee,Developer,42,Private business,115000.0
6075,United States,Microsoft SQL Server,18,Full time employee,Developer,45,Private business,120000.0
6076,United States,Microsoft SQL Server,8,Full time employee,DBA,50,Private business,101000.0
6077,Canada,Microsoft SQL Server,5,Others,Developer,50,Private business,0.0
6078,United Kingdom,Microsoft SQL Server,8,Full time employee,Manager,45,Private business,62000.0
6079,United States,Microsoft SQL Server,20,Full time employee,Architect,45,Private business,145000.0
6080,United States,Microsoft SQL Server,4,Full time employee,DBA,65,Private business,92000.0
6081,United States,Microsoft SQL Server,3,Full time employee,Engineer,40,Private business,85000.0
6082,United States,Microsoft SQL Server,10,Full time employee,Engineer,45,Education,56000.0
6083,United States,Microsoft SQL Server,3,Full time employee,DBA,40,Private business,74000.0
6084,United States,Microsoft SQL Server,10,Full time employee,DBA,50,Private business,89000.0
6085,United States,Microsoft SQL Server,18,Full time employee,DBA,45,Private business,120500.0
6086,United Kingdom,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,47500.0
6087,United States,Microsoft SQL Server,15,Full time employee,Developer,60,Private business,104000.0
6088,United States,Microsoft SQL Server,11,Full time employee,Developer,42,Private business,99600.0
6089,United States,Microsoft SQL Server,18,Full time employee,Architect,55,Private business,126000.0
6090,United States,Microsoft SQL Server,20,Full time employee,DBA,43,Private business,105000.0
6091,United States,Microsoft SQL Server,15,Full time employee,Developer,40,Private business,100000.0
6092,United States,Microsoft SQL Server,16,Full time employee,DBA,60,Private business,162000.0
6093,United States,Microsoft SQL Server,15,Full time employee,DBA,40,Private business,102104.0
6094,United States,Microsoft SQL Server,13,Full time employee,DBA,50,Private business,119500.0
6095,United States,Microsoft SQL Server,16,Full time employee,Developer,40,Private business,112000.0
6096,United States,Microsoft SQL Server,12,Full time employee,DBA,40,Private business,118000.0
6097,United States,MySQL/MariaDB,5,Full time employee,DBA,50,Private business,82000.0
6098,United States,Microsoft SQL Server,3,Full time employee,DBA,45,Private business,94000.0
6099,United States,Microsoft SQL Server,18,Full time employee,DBA,40,Private business,129000.0
6100,United Kingdom,Microsoft SQL Server,7,Full time employee,DBA,40,Private business,39000.0
6101,United States,Microsoft SQL Server,6,Full time employee,DBA,40,Private business,65000.0
6102,United States,Microsoft SQL Server,20,Full time employee,DBA,55,Private business,125000.0
6103,United States,Microsoft SQL Server,19,Full time employee,Developer,45,Private business,110000.0
6104,United States,Microsoft SQL Server,21,Full time employee,DBA,40,Government,115000.0
6105,United States,Microsoft SQL Server,5,Full time employee,DBA,43,Private business,38000.0
6106,United States,Microsoft SQL Server,13,Full time employee,DBA,40,Private business,104000.0
6107,United States,Microsoft SQL Server,15,Full time employee,Developer,40,Private business,107000.0
6108,United States,Microsoft SQL Server,5,Full time employee,DBA,40,Private business,88002.0
6109,Canada,Microsoft SQL Server,7,Full time employee,DBA,40,Private business,64000.0
6110,United States,Microsoft SQL Server,2,Full time employee,Analyst,40,Non-profit,110000.0
6111,United States,Microsoft SQL Server,24,Full time employee,DBA,40,Private business,113000.0
6112,Finland,Microsoft SQL Server,7,Full time employee,DBA,40,Private business,61400.0
6113,United States,Microsoft SQL Server,13,Full time employee,DBA,55,Non-profit,116500.0
6114,Canada,Microsoft SQL Server,14,Full time employee,Architect,40,Private business,67000.0
6115,United States,Microsoft SQL Server,11,Full time employee,DBA,40,Private business,116500.0
6116,United States,Microsoft SQL Server,5,Full time employee,DBA,40,Government,78000.0
6117,Canada,Microsoft SQL Server,22,Full time employee,DBA,40,Non-profit,73000.0
6118,United States,Microsoft SQL Server,15,Full time employee,Manager,60,Private business,148000.0
6119,United States,Microsoft SQL Server,11,Full time employee,DBA,40,Non-profit,92500.0
6120,United States,Microsoft SQL Server,20,Full time employee,DBA,50,Private business,152000.0
6121,United States,Microsoft SQL Server,18,Full time employee,DBA,42,Non-profit,111000.0
6122,United States,Microsoft SQL Server,11,Full time employee,Developer,45,Private business,117000.0
6123,United States,Microsoft SQL Server,2,Full time employee,DBA,44,Private business,110000.0
6124,United States,Microsoft SQL Server,20,Full time employee,Developer,45,Private business,120000.0
6125,United States,Microsoft SQL Server,25,Full time employee,DBA,40,Government,85000.0
6126,United States,Microsoft SQL Server,4,Full time employee,DBA,40,Government,65000.0
6127,United States,Microsoft SQL Server,20,Full time employee,DBA,40,Non-profit,98000.0
6128,United States,Other,3,Others,DBA,50,Private business,140000.0
6129,Slovenia,Microsoft SQL Server,25,Full time employee,Developer,50,Private business,30000.0
6130,United States,Microsoft SQL Server,19,Full time employee,DBA,40,Government,71500.0
6131,United States,Microsoft SQL Server,7,Full time employee,Developer,40,Private business,63000.0
6132,United States,Microsoft SQL Server,8,Full time employee,Developer,45,Private business,160000.0
6133,United States,Microsoft SQL Server,8,Full time employee,Architect,50,Private business,125000.0
6134,United States,Microsoft SQL Server,9,Full time employee,Engineer,40,Private business,110000.0
6135,United States,Microsoft SQL Server,15,Full time employee,DBA,40,Private business,170000.0
6136,Canada,Microsoft SQL Server,17,Others,Architect,70,Private business,115000.0
6137,United States,Microsoft SQL Server,24,Full time employee,Architect,50,Education,96000.0
6138,United States,Microsoft SQL Server,20,Full time employee,DBA,50,Private business,102000.0
6139,United States,Microsoft SQL Server,15,Full time employee,DBA,45,Private business,108000.0
6140,United States,Microsoft SQL Server,10,Full time employee,Developer,40,Private business,90000.0
6141,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,130000.0
6142,Canada,Microsoft SQL Server,10,Full time employee,DBA,35,Government,55168.0
6143,United States,PostgreSQL,1,Full time employee,DBA,50,Private business,150000.0
6144,United States,Microsoft SQL Server,10,Full time employee,Developer,42,Private business,98000.0
6145,United States,Microsoft SQL Server,16,Full time employee,Data Scientist,48,Government,158500.0
6146,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Government,89814.0
